date,open,high,low,close,volume,amount
2022-01-04,1497.69,1502.41,1467.88,1470.32,159724100.0,12935072000.0
2022-01-05,1469.76,1473.36,1439.52,1444.75,148741600.0,12389613312.0
2022-01-06,1439.51,1442.91,1420.75,1423.67,113964800.0,10194398208.0
2022-01-07,1427.75,1439.71,1411.0,1412.08,115416300.0,9807328768.0
2022-01-10,1410.68,1430.91,1389.17,1424.63,116671700.0,10090523648.0
2022-01-11,1424.66,1424.66,1392.25,1395.42,112924900.0,10502325248.0
2022-01-12,1393.97,1405.95,1389.3,1403.3,107763200.0,9253602048.0
2022-01-13,1404.63,1404.97,1374.73,1374.73,115382700.0,9150915840.0
2022-01-14,1371.87,1391.23,1368.04,1378.25,129952300.0,10001886464.0
2022-01-17,1383.16,1419.94,1382.29,1418.54,161205300.0,13026977536.0
2022-01-18,1424.03,1463.18,1417.25,1437.89,183784600.0,15122018560.0
2022-01-19,1435.04,1441.18,1416.78,1423.4,119404500.0,9225467904.0
2022-01-20,1424.83,1426.22,1402.7,1404.36,131643400.0,9213470720.0
2022-01-21,1400.77,1401.94,1380.51,1383.42,122818900.0,8406684416.0
2022-01-24,1380.03,1401.53,1377.22,1396.47,115867000.0,8885204736.0
2022-01-25,1393.24,1400.3,1363.28,1364.02,133303700.0,9441062656.0
2022-01-26,1367.36,1372.23,1344.92,1360.82,102362000.0,8605057792.0
2022-01-27,1358.05,1362.56,1314.34,1315.34,128419800.0,9591645696.0
2022-01-28,1328.4,1328.67,1300.54,1300.54,104453200.0,8227177728.0
2022-02-07,1316.33,1332.43,1297.99,1301.72,98307300.0,7229342464.0
2022-02-08,1301.04,1301.94,1269.39,1280.34,99628100.0,7453900032.0
2022-02-09,1281.16,1289.08,1273.52,1285.69,111885900.0,8521814784.0
2022-02-10,1291.18,1292.48,1266.11,1270.0,117923100.0,8867840000.0
2022-02-11,1267.07,1274.37,1253.32,1254.93,124146200.0,8372553472.0
2022-02-14,1246.79,1259.52,1227.88,1245.71,88606300.0,6474005760.0
2022-02-15,1251.47,1281.5,1249.47,1280.56,111502500.0,8387724032.0
2022-02-16,1290.41,1291.22,1268.43,1269.74,86653600.0,6649530880.0
2022-02-17,1269.97,1289.43,1265.11,1278.19,106102600.0,7255805184.0
2022-02-18,1271.04,1273.63,1261.29,1272.45,98137000.0,6449107712.0
2022-02-21,1273.62,1282.85,1261.49,1263.92,123964400.0,7326574080.0
2022-02-22,1256.06,1256.06,1233.79,1251.46,118174700.0,7885330944.0
2022-02-23,1248.49,1306.86,1248.49,1305.22,184285000.0,12606947328.0
2022-02-24,1301.66,1302.75,1260.91,1276.1,178918000.0,12768456192.0
2022-02-25,1290.63,1307.69,1285.16,1295.03,137274600.0,11081387008.0
2022-02-28,1293.96,1298.8,1281.24,1296.8,147183900.0,10593067264.0
2022-03-01,1296.83,1300.39,1276.43,1284.88,108289400.0,7915358976.0
2022-03-02,1277.96,1277.96,1264.67,1272.58,87653200.0,6608394240.0
2022-03-03,1279.61,1282.07,1249.61,1251.18,106414600.0,8389762816.0
2022-03-04,1242.79,1276.26,1238.33,1252.5,119174700.0,9239530240.0
2022-03-07,1247.38,1247.63,1205.33,1210.59,129276200.0,8905127680.0
2022-03-08,1210.54,1231.09,1191.87,1198.92,142641300.0,10096907776.0
2022-03-09,1206.15,1222.03,1160.17,1193.37,190513900.0,12497627136.0
2022-03-10,1222.57,1230.65,1200.86,1201.52,162901000.0,11380654848.0
2022-03-11,1187.89,1211.45,1174.9,1210.79,166094200.0,11024719104.0
2022-03-14,1199.46,1201.04,1170.45,1170.45,150299900.0,8213461504.0
2022-03-15,1159.7,1178.55,1127.38,1127.38,212328700.0,11485188352.0
2022-03-16,1147.19,1170.18,1107.7,1167.36,202831800.0,11924049664.0
2022-03-17,1189.07,1206.13,1185.56,1190.13,203156100.0,13313162752.0
2022-03-18,1185.12,1185.12,1163.15,1176.14,126086100.0,8413061632.0
2022-03-21,1176.18,1191.9,1166.97,1183.47,136411700.0,9160301056.0
2022-03-22,1180.23,1181.02,1166.53,1168.71,108578900.0,7152532992.0
2022-03-23,1171.26,1179.8,1159.35,1174.89,105521200.0,7177508352.0
2022-03-24,1168.62,1168.85,1146.5,1156.24,104029000.0,6943221504.0
2022-03-25,1160.1,1170.42,1139.97,1141.33,102351500.0,6560537600.0
2022-03-28,1128.11,1139.0,1118.53,1130.27,95554700.0,5750811648.0
2022-03-29,1133.14,1135.78,1107.51,1109.11,96367100.0,5912456704.0
2022-03-30,1113.61,1138.07,1113.61,1137.42,104855200.0,6566832896.0
2022-03-31,1136.89,1136.89,1120.32,1121.35,99119500.0,6191823616.0
2022-04-01,1116.83,1124.09,1103.43,1116.27,94371500.0,5867631616.0
2022-04-06,1114.9,1114.9,1084.93,1089.43,123060900.0,7325444864.0
2022-04-07,1085.87,1092.09,1066.75,1066.75,102210100.0,5864830976.0
2022-04-08,1068.87,1079.41,1055.04,1070.33,109996100.0,6459658496.0
2022-04-11,1068.33,1068.33,1020.9,1024.99,131964000.0,6528680192.0
2022-04-12,1022.18,1036.86,1006.81,1036.26,105944100.0,5910403584.0
2022-04-13,1032.63,1032.63,1008.91,1008.91,84848800.0,4739623936.0
2022-04-14,1014.75,1032.33,1003.45,1022.54,107815000.0,6645605376.0
2022-04-15,1014.31,1018.9,997.86,1013.56,95109800.0,5327106560.0
2022-04-18,1008.54,1046.79,1002.58,1043.21,104707000.0,6146165248.0
2022-04-19,1041.31,1046.69,1018.28,1020.44,84224400.0,5141833728.0
2022-04-20,1023.0,1032.22,1010.4,1011.96,81495300.0,4653497088.0
2022-04-21,1006.66,1030.32,998.35,1000.38,113974300.0,5871656192.0
2022-04-22,995.75,1001.57,980.52,981.95,99432400.0,5519771904.0
2022-04-25,970.67,970.67,914.32,914.32,164896800.0,7238653440.0
2022-04-26,915.07,927.63,888.38,890.03,146686400.0,6665030400.0
2022-04-27,879.75,931.95,875.38,928.77,162593100.0,7674764032.0
2022-04-28,923.05,924.03,899.68,909.43,138513500.0,6906881280.0
2022-04-29,918.02,962.85,910.69,960.28,170836300.0,9163085824.0
2022-05-05,955.33,978.7,953.99,966.25,143911400.0,7893076992.0
2022-05-06,943.76,974.32,940.47,953.79,108022200.0,6173369344.0
2022-05-09,947.47,960.12,938.9,944.01,102407200.0,5316367104.0
2022-05-10,934.31,984.29,928.83,975.45,154337600.0,8397719808.0
2022-05-11,977.22,1025.47,974.02,1000.91,203828400.0,10573368832.0
2022-05-12,997.61,1018.44,994.64,1010.04,132378700.0,7075418624.0
2022-05-13,1015.48,1017.43,999.72,1006.37,118063400.0,6237881344.0
2022-05-16,1014.46,1027.19,994.81,998.24,119719400.0,6034921216.0
2022-05-17,997.24,1018.05,991.99,1015.8,121118000.0,6643829760.0
2022-05-18,1018.65,1029.65,1015.85,1019.83,117844100.0,6369129984.0
2022-05-19,1005.74,1039.01,1002.99,1038.98,137748400.0,7623089920.0
2022-05-20,1041.95,1048.11,1032.01,1047.5,136151800.0,7260615936.0
2022-05-23,1047.95,1053.43,1040.91,1049.57,116751200.0,5859091456.0
2022-05-24,1047.8,1055.64,1008.1,1008.1,162184000.0,7032935936.0
2022-05-25,1009.27,1025.03,1003.93,1012.9,105519200.0,5292960768.0
2022-05-26,1012.86,1021.09,989.78,1012.86,109122600.0,6235521536.0
2022-05-27,1015.67,1021.31,989.74,994.43,116774200.0,5986945280.0
2022-05-30,997.43,1015.96,986.01,1010.52,126413700.0,6942291200.0
2022-05-31,1011.41,1048.77,998.58,1048.17,245627100.0,10415060992.0
2022-06-01,1044.52,1068.26,1042.78,1061.35,212335600.0,9939396864.0
2022-06-02,1060.61,1124.35,1055.23,1121.71,391267700.0,16273045504.0
2022-06-06,1130.22,1173.5,1126.96,1165.77,395004500.0,19721080576.0
2022-06-07,1159.93,1160.09,1130.68,1138.65,254671400.0,12401162496.0
2022-06-08,1137.69,1152.38,1119.18,1138.47,216654600.0,12419664384.0
2022-06-09,1139.08,1139.97,1093.73,1100.19,202488000.0,11158935040.0
2022-06-10,1092.59,1120.46,1090.6,1119.31,260691800.0,15529414912.0
2022-06-13,1105.92,1115.73,1095.08,1102.54,205014800.0,11207191808.0
2022-06-14,1089.01,1091.07,1053.05,1080.34,210147700.0,11487320576.0
2022-06-15,1080.59,1105.23,1079.58,1082.28,212800200.0,10618659840.0
2022-06-16,1084.65,1110.78,1084.65,1092.81,174007700.0,9639876096.0
2022-06-17,1083.93,1097.89,1069.67,1091.87,164708900.0,9216040192.0
2022-06-20,1095.22,1106.77,1082.25,1082.91,177681500.0,10289421568.0
2022-06-21,1082.06,1087.33,1061.12,1069.66,172955300.0,9616233216.0
2022-06-22,1072.23,1074.66,1036.39,1036.39,174621800.0,10002033664.0
2022-06-23,1038.87,1061.11,1033.96,1060.8,190492300.0,10916673280.0
2022-06-24,1063.65,1079.45,1058.42,1069.52,187760300.0,10758759168.0
2022-06-27,1073.14,1082.54,1067.92,1069.48,183761400.0,10988687360.0
2022-06-28,1070.59,1084.18,1047.63,1082.21,227758700.0,12441152512.0
2022-06-29,1078.86,1096.89,1063.71,1064.15,231476900.0,13245380864.0
2022-06-30,1064.85,1088.35,1064.81,1077.74,190200600.0,11040830464.0
2022-07-01,1078.54,1080.33,1059.11,1061.32,163859700.0,9307401728.0
2022-07-04,1056.37,1056.37,1028.26,1036.68,200487400.0,12076662272.0
2022-07-05,1038.51,1048.55,1013.23,1024.77,167711200.0,9726558208.0
2022-07-06,1028.45,1062.74,1025.3,1041.93,217510000.0,14563950848.0
2022-07-07,1045.39,1045.39,1025.1,1029.13,150984900.0,9594348032.0
2022-07-08,1034.4,1052.58,1031.26,1037.38,164425100.0,9909541888.0
2022-07-11,1034.49,1034.49,1007.51,1013.23,163849600.0,9793826048.0
2022-07-12,1013.8,1018.4,982.93,982.93,157292100.0,9697820211.0
2022-07-13,983.32,988.32,970.53,973.42,132043700.0,7791644626.0
2022-07-14,972.63,994.59,971.1,984.15,149030100.0,8108708031.0
2022-07-15,982.74,1005.21,981.62,984.68,148548800.0,8440577105.0
2022-07-18,988.24,991.81,973.21,985.71,160447200.0,8782492824.0
2022-07-19,985.13,994.93,977.87,994.21,168702500.0,9369584781.0
2022-07-20,998.65,1010.94,998.64,1003.68,152487100.0,8678270479.0
2022-07-21,1003.39,1045.9,1000.75,1028.97,228269400.0,13812983541.0
2022-07-22,1037.2,1038.81,1007.52,1014.23,160003700.0,9921321695.0
2022-07-25,1014.4,1032.69,1009.1,1013.31,140797300.0,8717290635.0
2022-07-26,1013.82,1016.79,1001.17,1015.72,128675800.0,7758024952.0
2022-07-27,1012.42,1018.78,1008.12,1015.9,133591600.0,7674495696.0
2022-07-28,1023.24,1042.77,1023.24,1036.29,191794600.0,10498738732.0
2022-07-29,1038.97,1038.97,1013.94,1014.7,178165900.0,10103118306.0
2022-08-01,1010.68,1036.64,995.14,1033.98,197454700.0,11307730284.0
2022-08-02,1021.27,1041.0,1009.24,1027.4,249281600.0,13910313719.0
2022-08-03,1031.0,1084.36,1028.58,1056.87,345145800.0,19265006133.0
2022-08-04,1064.08,1082.86,1060.1,1074.18,252594500.0,14224319974.0
2022-08-05,1079.38,1149.32,1078.29,1148.81,412648000.0,25197011735.0
2022-08-08,1157.78,1158.05,1131.06,1142.7,367231000.0,23806023522.0
2022-08-09,1139.77,1145.53,1115.71,1144.18,273889400.0,17845110349.0
2022-08-10,1133.05,1159.64,1127.37,1135.21,273788400.0,17838631770.0
2022-08-11,1143.24,1162.79,1142.16,1158.12,284487300.0,17649830587.0
2022-08-12,1157.39,1164.09,1129.58,1129.58,242610400.0,15000128859.0
2022-08-15,1126.39,1132.01,1114.66,1114.66,214681200.0,13061800062.0
2022-08-16,1114.22,1123.33,1098.57,1100.78,195705200.0,12240524323.0
2022-08-17,1101.48,1107.03,1092.61,1102.83,177982600.0,10705206430.0
2022-08-18,1103.37,1119.35,1094.23,1116.45,270673200.0,15780751385.0
2022-08-19,1118.41,1136.91,1090.48,1090.48,251739200.0,14636120638.0
2022-08-22,1087.84,1099.56,1075.35,1088.31,186184100.0,12159182315.0
2022-08-23,1086.2,1091.43,1077.35,1078.89,162986500.0,10220821709.0
2022-08-24,1080.39,1081.29,1029.43,1029.58,224297700.0,12905471441.0
2022-08-25,1030.48,1036.23,1008.38,1019.67,172917000.0,9492017334.0
2022-08-26,1024.58,1027.02,1005.54,1006.14,134086400.0,8000436488.0
2022-08-29,991.99,1014.23,990.35,1008.01,142836100.0,8735479946.0
2022-08-30,1007.29,1018.08,1002.04,1007.3,124879200.0,7688407674.0
2022-08-31,1006.01,1015.74,994.06,1000.68,160693000.0,9236219725.0
2022-09-01,1008.3,1020.31,994.84,996.42,159085200.0,9957960217.0
2022-09-02,998.08,1017.66,996.03,1009.59,161619400.0,10368754045.0
2022-09-05,1009.74,1009.74,988.64,999.22,179327700.0,10833935385.0
2022-09-06,998.98,1001.89,989.01,998.74,144508200.0,8760652539.0
2022-09-07,999.92,1034.67,999.63,1022.29,190704700.0,11943567686.0
2022-09-08,1020.38,1023.93,1009.33,1010.05,156963900.0,9414552017.0
2022-09-09,1009.69,1010.24,993.06,1002.49,131892100.0,8743050081.0
2022-09-13,1002.21,1028.19,1002.21,1010.45,132632600.0,8125012180.0
2022-09-14,996.39,1020.9,994.98,1019.72,136329000.0,9143167620.0
2022-09-15,1023.0,1026.15,990.39,1000.3,172007600.0,10267297775.0
2022-09-16,996.99,1023.99,996.36,1003.86,169055300.0,10795707726.0
2022-09-19,1003.26,1011.04,975.77,979.76,168532100.0,9571087633.0
2022-09-20,983.42,986.08,968.38,975.48,117356400.0,7049016498.0
2022-09-21,970.21,971.71,954.17,957.34,135472100.0,7099948722.0
2022-09-22,952.68,972.19,951.58,962.15,116189400.0,7208845627.0
2022-09-23,962.16,963.67,935.08,936.77,139115500.0,7672308396.0
2022-09-26,932.37,945.66,926.97,931.4,127059700.0,7073072626.0
2022-09-27,932.35,952.54,930.79,952.54,125130000.0,7389020980.0
2022-09-28,949.45,949.45,927.63,928.23,107653200.0,6122278324.0
2022-09-29,934.65,947.73,927.52,931.61,105483200.0,5896673026.0
2022-09-30,929.06,934.69,911.85,911.86,99510900.0,5632495436.0
2022-10-10,904.66,904.95,854.15,854.57,165668100.0,9603539445.0
2022-10-11,854.16,857.61,835.82,838.12,137394200.0,8192762378.0
2022-10-12,836.44,884.21,829.33,882.66,168036900.0,9523331814.0
2022-10-13,877.44,903.82,875.23,889.02,152325400.0,9628060842.0
2022-10-14,899.15,910.94,890.83,907.9,156141800.0,9315281186.0
2022-10-17,902.94,936.73,901.74,933.64,186012800.0,10620620807.0
2022-10-18,936.45,937.22,918.97,923.06,142330800.0,7989824873.0
2022-10-19,922.12,925.35,911.94,916.64,134204600.0,8137133510.0
2022-10-20,912.02,970.29,910.51,957.53,229004400.0,14304458243.0
2022-10-21,951.63,970.76,937.8,963.17,179822000.0,11136757605.0
2022-10-24,965.04,993.27,961.71,971.28,191521600.0,12025314516.0
2022-10-25,963.79,972.37,947.18,956.23,160623500.0,10492428312.0
2022-10-26,954.48,1000.07,942.01,990.67,233306000.0,14288580426.0
2022-10-27,991.43,1012.49,979.64,997.7,274766100.0,16010304094.0
2022-10-28,983.76,1012.02,980.94,988.97,265714100.0,15652678759.0
2022-10-31,983.4,1035.19,983.4,1023.63,280603800.0,16049908977.0
2022-11-01,1022.42,1039.38,1008.93,1023.93,254466000.0,15020047742.0
2022-11-02,1023.13,1041.7,1020.12,1034.37,255647800.0,15052439215.0
2022-11-03,1026.86,1055.65,1026.06,1052.44,254830400.0,16656801630.0
2022-11-04,1052.09,1064.36,1040.45,1059.76,240531600.0,15468790704.0
2022-11-07,1058.17,1071.15,1042.23,1044.41,222933300.0,14371976980.0
2022-11-08,1044.49,1045.29,1023.39,1038.26,178640900.0,11857928593.0
2022-11-09,1036.17,1046.59,1025.35,1032.95,139123800.0,9053637714.0
2022-11-10,1026.7,1039.57,1011.52,1012.2,173895700.0,10949608679.0
2022-11-11,1040.78,1047.01,1018.54,1018.54,204382700.0,13491359670.0
2022-11-14,1015.92,1030.28,1004.57,1023.71,186518900.0,12304428404.0
2022-11-15,1023.62,1075.53,1022.56,1069.84,305141500.0,19418286425.0
2022-11-16,1071.34,1078.1,1054.33,1055.8,199342600.0,12433862347.0
2022-11-17,1049.57,1086.94,1034.06,1085.28,218441300.0,15015882661.0
2022-11-18,1079.86,1090.13,1058.25,1058.46,218564700.0,12219394390.0
2022-11-21,1052.72,1062.2,1041.99,1054.7,164653000.0,9111972558.0
2022-11-22,1051.94,1061.95,1041.74,1044.39,198143900.0,10284227431.0
2022-11-23,1042.48,1049.65,1016.35,1036.86,186138600.0,10212496010.0
2022-11-24,1039.7,1043.48,1022.42,1024.89,165771800.0,8946843191.0
2022-11-25,1023.26,1040.47,1013.23,1013.23,176417100.0,8422158193.0
2022-11-28,997.03,1014.7,994.01,1002.85,198467800.0,8763665499.0
2022-11-29,1006.36,1021.71,999.85,1016.58,193422700.0,10151403576.0
2022-11-30,1013.15,1016.71,1001.03,1011.27,172424900.0,9846668681.0
2022-12-01,1016.82,1040.71,1015.81,1030.97,202634400.0,12406711030.0
2022-12-02,1025.03,1041.3,1022.56,1022.96,167533400.0,9305488985.0
2022-12-05,1029.69,1039.24,1026.49,1032.07,216012800.0,10060242075.0
2022-12-06,1030.91,1059.67,1027.32,1050.45,215170700.0,11680245874.0
2022-12-07,1048.0,1048.54,1037.13,1039.73,183473300.0,9164412501.0
2022-12-08,1037.87,1037.98,1026.26,1028.56,212988300.0,8828975561.0
2022-12-09,1030.37,1040.36,1024.33,1037.37,375201400.0,15734197895.0
2022-12-12,1036.62,1058.53,1032.16,1052.41,270492000.0,13264948424.0
2022-12-13,1049.41,1050.18,1035.39,1035.53,169114500.0,9485078595.0
2022-12-14,1061.38,1063.98,1031.25,1033.32,212510900.0,13738767088.0
2022-12-15,1034.99,1050.8,1025.04,1039.14,150334900.0,9776145385.0
2022-12-16,1033.94,1034.2,1019.37,1024.08,148797500.0,8732703584.0
2022-12-19,1019.58,1028.82,996.56,999.47,132195100.0,7590249476.0
2022-12-20,996.94,1007.14,990.1,994.05,115493500.0,6823005574.0
2022-12-21,991.41,998.51,976.13,981.49,106097300.0,5961474929.0
2022-12-22,984.65,986.58,966.92,969.31,98849500.0,5783557775.0
2022-12-23,964.64,968.9,953.39,958.58,118688700.0,7323112778.0
2022-12-26,957.33,981.68,957.28,977.96,109788400.0,6930494177.0
2022-12-27,979.34,993.68,975.5,991.16,110808900.0,6864199992.0
2022-12-28,988.43,989.08,976.83,977.43,106590300.0,6544518612.0
2022-12-29,974.85,993.21,971.7,982.49,102047900.0,6653061241.0
2022-12-30,983.87,992.33,973.99,975.9,94226600.0,6086659919.0
2023-01-03,976.43,1004.09,972.53,1002.89,140717400.0,9141929763.0
2023-01-04,1006.15,1012.1,990.8,999.18,141165800.0,9039106181.0
2023-01-05,998.44,1008.78,992.74,1006.21,139457200.0,9128849201.0
2023-01-06,1004.09,1009.81,995.16,1000.24,144824400.0,8602180193.0
2023-01-09,1001.54,1012.26,992.59,996.33,129246900.0,8295340170.0
2023-01-10,997.39,1008.63,991.57,996.62,124699900.0,8595336335.0
2023-01-11,996.96,1005.64,981.88,982.99,150044000.0,10856829912.0
2023-01-12,983.65,986.41,976.48,980.68,120451400.0,7908004597.0
2023-01-13,983.51,983.51,974.78,983.05,114058700.0,7911846447.0
2023-01-16,981.05,1019.18,980.3,1011.44,198211300.0,13249532663.0
2023-01-17,1013.64,1032.93,1010.51,1030.09,179533500.0,12100707143.0
2023-01-18,1032.98,1038.83,1026.58,1034.13,134074400.0,8884140633.0
2023-01-19,1033.33,1063.23,1032.53,1063.19,164218700.0,10956081219.0
2023-01-20,1064.79,1072.97,1058.29,1063.57,144367000.0,9329804684.0
2023-01-30,1078.51,1086.83,1066.14,1066.66,239482000.0,15305182628.0
2023-01-31,1062.19,1063.71,1036.73,1037.28,177480300.0,11829335346.0
2023-02-01,1040.56,1061.9,1040.56,1061.8,187833300.0,12035228228.0
2023-02-02,1068.42,1091.73,1068.42,1077.42,220047100.0,15422203468.0
2023-02-03,1073.72,1090.71,1068.57,1090.23,175166800.0,11873339671.0
2023-02-06,1088.71,1103.6,1078.99,1082.67,179073000.0,13328029963.0
2023-02-07,1082.76,1083.7,1071.62,1077.39,169848200.0,12873442971.0
2023-02-08,1079.05,1088.3,1068.63,1068.63,158928600.0,10875408136.0
2023-02-09,1062.97,1104.86,1060.82,1104.01,235761200.0,15305443016.0
2023-02-10,1101.52,1109.47,1081.22,1088.36,224146500.0,14061153718.0
2023-02-13,1084.25,1102.25,1080.46,1092.89,207700300.0,14351750722.0
2023-02-14,1094.17,1110.91,1087.19,1091.53,175990300.0,12054664118.0
2023-02-15,1091.68,1107.96,1084.58,1105.7,253832800.0,15004048684.0
2023-02-16,1103.59,1112.9,1073.31,1079.39,285498600.0,16568939184.0
2023-02-17,1075.26,1080.23,1048.1,1048.1,201183200.0,12737605057.0
2023-02-20,1047.51,1061.03,1040.26,1059.52,179684000.0,11067369043.0
2023-02-21,1059.27,1067.74,1046.98,1054.78,158032100.0,10895038481.0
2023-02-22,1047.25,1062.36,1044.66,1057.37,135996500.0,9717450301.0
2023-02-23,1055.01,1060.61,1049.25,1052.86,127131400.0,8949028573.0
2023-02-24,1058.26,1069.0,1053.9,1057.4,140340000.0,10096485239.0
2023-02-27,1055.38,1060.54,1044.49,1047.48,163057700.0,11349847832.0
2023-02-28,1053.02,1062.94,1042.01,1052.31,160957900.0,11065632694.0
2023-03-01,1051.05,1071.94,1049.28,1069.07,220672700.0,12545078174.0
2023-03-02,1068.37,1074.81,1063.62,1065.25,184000400.0,12135911426.0
2023-03-03,1075.69,1087.4,1066.39,1078.85,231437600.0,15778683402.0
2023-03-06,1078.66,1093.91,1073.35,1088.67,213020800.0,15231283770.0
2023-03-07,1087.28,1093.08,1064.49,1064.83,208290700.0,12519885727.0
2023-03-08,1064.2,1080.93,1064.16,1077.55,157206500.0,11676534069.0
2023-03-09,1077.79,1095.11,1075.75,1087.22,208155700.0,14037498484.0
2023-03-10,1079.23,1098.5,1076.74,1080.34,276789100.0,14562907306.0
2023-03-13,1078.25,1098.38,1078.25,1098.38,252482400.0,15693942753.0
2023-03-14,1096.06,1127.26,1089.67,1121.55,435951100.0,24787812005.0
2023-03-15,1124.1,1139.33,1111.37,1112.09,381816500.0,24063307553.0
2023-03-16,1105.94,1120.04,1100.12,1103.3,306827600.0,18760080525.0
2023-03-17,1116.58,1155.95,1110.66,1145.87,462327500.0,30459756186.0
2023-03-20,1148.44,1178.54,1146.42,1160.39,463729300.0,32062548426.0
2023-03-21,1156.5,1166.97,1148.43,1161.93,319667200.0,21683442417.0
2023-03-22,1160.95,1174.19,1153.15,1170.93,365502100.0,25787210779.0
2023-03-23,1166.12,1217.97,1166.12,1217.97,517729600.0,37146462856.0
2023-03-24,1214.6,1222.73,1195.83,1217.97,464205700.0,35505267731.0
2023-03-27,1214.24,1233.17,1186.14,1207.68,452379900.0,34232435740.0
2023-03-28,1208.79,1220.91,1182.96,1184.96,370521500.0,28415336709.0
2023-03-29,1185.34,1253.25,1176.99,1229.53,470827600.0,37011899298.0
2023-03-30,1234.7,1240.06,1211.27,1229.49,421557700.0,31134299668.0
2023-03-31,1226.43,1255.82,1214.32,1254.32,406423400.0,30816246208.0
2023-04-03,1273.3,1325.28,1269.12,1323.08,649007000.0,48531455916.0
2023-04-04,1316.78,1369.75,1313.52,1337.46,738984000.0,56099451205.0
2023-04-06,1333.98,1403.47,1333.98,1371.58,790781700.0,59550600520.0
2023-04-07,1375.35,1396.41,1360.68,1395.78,560753600.0,43379014005.0
2023-04-10,1398.17,1406.6,1325.3,1330.59,638023100.0,50515274264.0
2023-04-11,1336.26,1348.69,1300.73,1319.36,555247600.0,43452137648.0
2023-04-12,1316.65,1353.38,1304.11,1339.74,522794600.0,41111201216.0
2023-04-13,1327.51,1335.05,1289.78,1293.66,448265600.0,36635552544.0
2023-04-14,1306.03,1354.82,1279.91,1352.4,560990100.0,44103157314.0
2023-04-17,1350.04,1371.8,1343.43,1351.29,458877400.0,38660901972.0
2023-04-18,1336.84,1344.79,1305.58,1329.66,405843800.0,35547007726.0
2023-04-19,1332.29,1373.55,1331.04,1343.85,488903300.0,42847314199.0
2023-04-20,1344.82,1407.0,1344.82,1406.77,607760900.0,52158612087.0
2023-04-21,1402.06,1403.21,1328.14,1328.14,578932500.0,44846961882.0
2023-04-24,1327.34,1331.66,1295.56,1304.07,486793700.0,36919199429.0
2023-04-25,1305.63,1326.86,1278.21,1288.19,460553200.0,39228498985.0
2023-04-26,1282.38,1293.29,1238.08,1249.37,447432900.0,36132967707.0
2023-04-27,1238.42,1275.91,1234.2,1246.98,366056100.0,31121587619.0
2023-04-28,1241.33,1292.75,1241.33,1290.64,455920700.0,34225228026.0
2023-05-04,1278.16,1287.1,1245.12,1252.09,362847500.0,27805519607.0
2023-05-05,1249.27,1268.73,1232.9,1235.96,315011100.0,24717434210.0
2023-05-08,1235.91,1262.94,1229.24,1250.49,288952500.0,22536394925.0
2023-05-09,1250.36,1263.22,1220.26,1220.26,436948000.0,30951300949.0
2023-05-10,1216.54,1231.31,1196.65,1206.62,337189100.0,24662909197.0
2023-05-11,1222.51,1235.41,1206.76,1207.2,267382000.0,19037021508.0
2023-05-12,1211.19,1230.61,1195.94,1196.16,327101500.0,21516255586.0
2023-05-15,1194.29,1204.03,1173.45,1203.55,289530300.0,22171281707.0
2023-05-16,1208.98,1214.84,1195.91,1200.14,271132200.0,19737436517.0
2023-05-17,1196.5,1219.78,1194.68,1206.4,237860400.0,18279797448.0
2023-05-18,1208.75,1231.97,1203.92,1225.52,269924000.0,20650944796.0
2023-05-19,1235.06,1252.43,1232.29,1238.05,301497500.0,22780883296.0
2023-05-22,1239.1,1248.86,1215.98,1222.98,227427500.0,17282643425.0
2023-05-23,1219.21,1219.26,1198.98,1198.98,188837500.0,13619506644.0
2023-05-24,1193.88,1213.08,1178.68,1191.6,272960100.0,19396809277.0
2023-05-25,1199.93,1211.01,1177.82,1201.26,249386900.0,18765759181.0
2023-05-26,1204.6,1241.97,1204.17,1238.31,255909100.0,21454668336.0
2023-05-29,1248.21,1266.52,1243.96,1250.1,357169000.0,25885083308.0
2023-05-30,1244.48,1277.09,1235.66,1272.62,301621500.0,21886710615.0
2023-05-31,1266.86,1286.12,1262.14,1286.12,412869800.0,26916179586.0
