date,open,high,low,close,volume
2022-06-08,50.0,52.51,46.51,47.65,15509696.14937
2022-06-09,48.11,50.35,47.24,48.18,8024898.007639
2022-06-10,48.49,51.96,46.88,50.76,5350698.671569
2022-06-13,50.14,50.18,47.41,49.35,4081598.986651
2022-06-14,48.27,49.54,45.46,48.63,3970899.014135
2022-06-15,48.06,50.6,47.41,48.06,2913599.276634
2022-06-16,48.05,51.3,47.87,49.23,2480999.384036
2022-06-17,48.27,50.08,47.5,48.88,2083699.482675
2022-06-20,48.82,50.13,47.08,47.08,2508999.377085
2022-06-21,46.54,55.04,46.28,53.09,3966099.015327
2022-06-22,52.82,55.74,52.63,54.24,2661299.339273
2022-06-23,54.27,56.39,53.48,55.41,2458499.389622
2022-06-24,54.82,56.03,53.11,53.46,1862399.537618
2022-06-27,53.57,54.0,51.66,52.44,1819499.548268
2022-06-28,52.66,53.21,49.35,51.73,3067799.23835
2022-06-29,50.87,52.71,49.79,49.81,2062899.487839
2022-06-30,50.1,53.25,49.36,52.9,1940999.518103
2022-07-01,52.53,55.91,51.91,53.79,1766999.561303
2022-07-04,53.36,53.53,51.16,52.71,1967699.511474
2022-07-05,53.57,56.28,53.08,56.27,1626799.59611
2022-07-06,55.63,59.9,55.42,57.57,1721099.572698
2022-07-07,57.79,59.52,56.37,58.72,1302799.676551
2022-07-08,58.66,61.79,58.23,58.23,1140299.716895
2022-07-11,57.9,61.79,57.8,61.38,1430999.644722
2022-07-12,60.87,62.98,56.28,56.51,1957599.513982
2022-07-13,55.99,56.85,54.59,55.66,1328099.670269
2022-07-14,55.57,59.69,55.57,58.65,1130399.719353
2022-07-15,58.51,60.56,58.23,59.93,1136499.717838
2022-07-18,59.63,60.8,58.22,60.8,1163899.711036
2022-07-19,60.19,60.23,58.44,58.57,721899.820772
2022-07-20,59.09,61.04,57.27,58.17,767199.809525
2022-07-21,57.75,62.09,57.75,60.3,1625599.596408
2022-07-22,61.69,62.32,58.69,59.45,1311599.674366
2022-07-25,59.3,60.73,58.44,59.85,755099.81253
2022-07-26,60.05,60.79,57.71,59.44,764499.810196
2022-07-27,59.5,60.08,58.25,59.26,575899.85702
2022-07-28,59.78,61.86,59.63,61.11,960299.761584
2022-07-29,61.11,61.11,58.66,59.52,735599.817371
2022-08-01,59.71,62.68,56.49,61.47,1109099.724641
2022-08-02,61.43,64.06,60.1,61.56,1208099.700062
2022-08-03,61.89,70.55,61.89,66.22,1968099.511375
2022-08-04,66.24,68.56,64.93,66.99,972199.75863
2022-08-05,67.22,73.7,66.45,72.04,1789699.555667
2022-08-08,70.79,71.98,66.88,69.21,1688999.580668
2022-08-09,68.09,68.29,65.26,67.7,1369399.660016
2022-08-10,67.85,72.5,66.23,71.55,1843399.542335
2022-08-11,71.73,72.5,69.73,69.91,1194099.703538
2022-08-12,69.38,70.99,68.23,68.24,970599.759027
2022-08-15,67.7,69.25,65.8,68.21,1532699.619473
2022-08-16,69.47,74.66,69.37,72.29,1885799.531808
2022-08-17,72.18,74.02,71.4,72.45,716399.822138
2022-08-18,72.87,74.01,71.64,72.65,830099.793909
2022-08-19,72.72,75.31,70.34,70.34,1204599.700931
2022-08-22,69.82,72.07,69.26,69.8,744299.815211
2022-08-23,70.47,72.29,69.25,71.46,769299.809004
2022-08-24,72.02,73.07,68.87,69.47,1166299.71044
2022-08-25,69.53,70.04,66.68,69.11,896999.7773
2022-08-26,69.71,72.71,69.11,69.65,864099.785468
2022-08-29,67.11,75.42,66.88,74.2,1136099.717938
2022-08-30,73.58,74.08,72.27,73.6,633499.842719
2022-08-31,73.54,73.87,68.39,69.91,1001899.751256
2022-09-01,70.08,71.08,68.93,69.69,469699.883386
2022-09-02,70.54,71.63,67.98,69.91,524199.869856
2022-09-05,69.14,71.42,67.53,70.09,732699.818091
2022-09-06,70.51,73.34,69.47,72.5,551499.863078
2022-09-07,72.5,81.35,72.5,80.16,1680499.582778
2022-09-08,79.42,81.22,78.92,80.39,551199.863152
2022-09-09,80.29,81.88,77.48,78.66,568799.858783
2022-09-13,78.92,79.64,76.22,76.69,645999.839616
2022-09-14,75.42,81.3,75.33,80.72,806799.799694
2022-09-15,80.32,80.61,74.59,75.75,997199.752423
2022-09-16,75.75,78.88,75.36,75.96,771599.808433
2022-09-19,76.42,77.7,73.65,74.36,513299.872562
2022-09-20,74.34,75.53,70.98,74.34,659599.83624
2022-09-21,73.88,74.77,70.99,72.33,716599.822088
2022-09-22,71.77,73.75,70.96,73.02,410299.898134
2022-09-23,72.61,73.74,67.74,70.13,1350799.664634
2022-09-26,69.66,73.65,69.58,71.32,651599.838226
2022-09-27,71.83,75.95,70.96,74.82,722399.820648
2022-09-28,74.68,75.3,72.95,74.08,396799.901486
2022-09-29,74.25,75.38,72.72,75.29,310499.922911
2022-09-30,75.66,75.7,70.88,71.02,655599.837233
2022-10-10,69.22,69.26,56.65,58.44,2462999.388505
2022-10-11,57.79,57.79,50.22,51.21,2550399.366806
2022-10-12,51.52,51.52,47.24,50.94,2992999.256921
2022-10-13,50.0,52.12,49.36,50.21,2573899.360972
2022-10-14,51.56,52.6,49.36,51.64,1714099.574436
2022-10-17,51.08,56.27,50.65,55.82,2343299.418223
2022-10-18,55.41,55.52,53.29,54.54,1065699.735416
2022-10-19,54.55,55.82,53.68,54.98,1459599.637622
