date,cash,stock_value,equity,drawdown,stock_weight,positions,risk_off_remaining_days
2025-04-21,1969893.33987085,0.0,1969893.33987085,-0.07400887032694714,0.0,0,0
2025-04-22,1969893.33987085,0.0,1969893.33987085,-0.07400887032694714,0.0,0,0
2025-04-23,1969893.33987085,0.0,1969893.33987085,-0.07400887032694714,0.0,0,0
2025-04-24,1969893.33987085,0.0,1969893.33987085,-0.07400887032694714,0.0,0,0
2025-04-25,1969893.33987085,0.0,1969893.33987085,-0.07400887032694714,0.0,0,0
2025-04-28,1969893.33987085,0.0,1969893.33987085,-0.07400887032694714,0.0,0,0
2025-04-29,1969893.33987085,0.0,1969893.33987085,-0.07400887032694714,0.0,0,0
2025-04-30,996296.93954815,986677.9999999999,1982974.93954815,-0.06785958040452533,0.49757461898375227,1,0
2025-05-06,996296.93954815,1010932.9999999999,2007229.93954815,-0.056457991092236814,0.5036458355277285,1,0
2025-05-07,996296.93954815,999382.9999999999,1995679.93954815,-0.061887319336183744,0.5007731852164001,1,0
2025-05-08,996296.93954815,977746.0,1974042.9395481502,-0.07205826091317757,0.4953012826680466,1,0
2025-05-09,40972.1475640001,1934733.0,1975705.147564,-0.0712769039497344,0.9792620130516348,2,0
2025-05-12,40972.1475640001,1975794.0,2016766.147564,-0.05197528948872099,0.9796842347768039,2,0
2025-05-13,40972.1475640001,2003283.0,2044255.147564,-0.03905348826812727,0.9799574198882054,2,0
2025-05-14,40972.1475640001,2022156.0,2063128.147564,-0.030181824896005183,0.9801407645897434,2,0
2025-05-15,40972.1475640001,1976333.0,2017305.147564,-0.05172192083733673,0.9796896629082239,2,0
2025-05-16,40972.1475640001,2002992.0,2043964.147564,-0.03919027913557216,0.979954566417992,2,0
2025-05-19,40972.1475640001,2010174.0,2051146.147564,-0.03581422411842694,0.9800247546413698,2,0
2025-05-20,40972.1475640001,2013975.0,2054947.147564,-0.03402748155087354,0.9800617025053079,2,0
2025-05-21,40972.1475640001,1954730.0,1995702.147564,-0.06187687997620994,0.9794698083509047,2,0
2025-05-22,40972.1475640001,1959530.0,2000502.147564,-0.05962053577093329,0.9795190684429449,2,0
2025-05-23,40972.1475640001,1926098.0,1967070.147564,-0.07533597316068519,0.9791709779060297,2,0
2025-05-26,925244.4518332002,1039875.0,1965119.4518332002,-0.0762529400374452,0.5291663054019095,1,0
2025-05-27,925244.4518332002,1007306.9999999999,1932551.4518332002,-0.09156223547024722,0.5212316593405458,1,0
2025-05-28,925244.4518332002,1068372.0,1993616.4518332002,-0.06285730653374344,0.5358964604337983,1,0
2025-05-29,925244.4518332002,1100586.0,2025830.4518332002,-0.047714416486080546,0.5432764617611832,1,0
2025-05-30,40881.39448480029,2006001.0,2046882.3944848003,-0.037818493816965004,0.9800274824802085,2,0
2025-06-03,40881.39448480029,1982577.0,2023458.3944848003,-0.04882945353871504,0.9797962762188598,2,0
2025-06-04,40881.39448480029,2097786.0,2138667.3944848003,0.0,0.9808846412536024,2,0
2025-06-05,40881.39448480029,2181816.0,2222697.3944848003,0.0,0.98160730534609,2,0
2025-06-06,40881.39448480029,2246730.0,2287611.3944848003,0.0,0.9821292223918096,2,0
2025-06-09,40881.39448480029,2351964.0,2392845.3944848003,0.0,0.9829151542431339,2,0
2025-06-10,40881.39448480029,2313177.0,2354058.3944848003,-0.01620957212254459,0.9826336531920452,2,0
2025-06-11,40881.39448480029,2285937.0,2326818.3944848003,-0.027593508612041462,0.9824303458397525,2,0
2025-06-12,40881.39448480029,2421495.0,2462376.3944848003,0.0,0.9833975851229056,2,0
2025-06-13,40881.39448480029,2391633.0,2432514.3944848003,-0.012127309239515327,0.9831937707840538,2,0
2025-06-16,40881.39448480029,2505516.0,2546397.3944848003,0.0,0.9839453988708343,2,0
2025-06-17,40881.39448480029,2486202.0,2527083.3944848003,-0.007584833397109136,0.9838226967206459,2,0
2025-06-18,40881.39448480029,2593221.0,2634102.3944848003,0.0,0.9844799524231114,2,0
2025-06-19,40881.39448480029,2595573.0,2636454.3944848003,0.0,0.9844937979696065,2,0
2025-06-20,40881.39448480029,2531520.0,2572401.3944848003,-0.024295129145413097,0.9841076923016565,2,0
2025-06-23,40881.39448480029,2449701.0,2490582.3944848003,-0.055328853897548824,0.9835856085005142,2,0
2025-06-24,40881.39448480029,2446980.0,2487861.3944848003,-0.05636092181637642,0.9835676559090358,2,0
2025-06-25,40881.39448480029,2504508.0,2545389.3944848003,-0.03454070747079829,0.9839390410860595,2,0
2025-06-26,40881.39448480029,2599260.0,2640141.3944848003,0.0,0.984515452630605,2,0
2025-06-27,40881.39448480029,2708739.0,2749620.3944848003,0.0,0.9851319860127601,2,0
2025-06-30,40881.39448480029,2830029.0,2870910.3944848003,0.0,0.9857601287161953,2,0
2025-07-01,40881.39448480029,2816994.0,2857875.3944848003,-0.004540371592593462,0.985695179515631,2,0
2025-07-02,40881.39448480029,2725524.0,2766405.3944848003,-0.036401345092748505,0.9852221968022825,2,0
2025-07-03,40881.39448480029,2836305.0,2877186.3944848003,0.0,0.9857911901143546,2,0
2025-07-04,40881.39448480029,2781396.0,2822277.3944848003,-0.019084269307422574,0.9855147496965786,2,0
2025-07-07,40881.39448480029,2719407.0,2760288.3944848003,-0.04062927595656596,0.9851894481147392,2,0
2025-07-08,40881.39448480029,2968797.0,3009678.3944848003,0.0,0.9864166900491046,2,0
2025-07-09,40881.39448480029,3000030.0,3040911.3944848003,0.0,0.9865562033280728,2,0
2025-07-10,40881.39448480029,3023643.0,3064524.3944848003,0.0,0.9866597914644196,2,0
