start_date,end_date,initial_capital,final_equity,total_return,annual_return,max_drawdown,trade_count,win_rate,forced_exit_count,risk_off_events,open_positions
2025-01-02,2026-06-30,2000000,16548273.447568309,7.274136723784155,3.1321224882273224,-0.19002193465990458,18,0.7222222222222222,0,0,3
