date,open,high,low,close,volume
2024-01-02,58.09,58.1,56.81,56.93,5742423.0
2024-01-03,56.7,57.3,55.14,55.88,7393142.0
2024-01-04,55.82,56.36,54.83,55.22,7207282.0
2024-01-05,55.33,56.02,54.56,54.99,6536337.0
2024-01-08,54.63,55.71,53.68,53.94,8901905.0
2024-01-09,54.34,56.46,54.34,55.87,10516699.0
2024-01-10,55.39,55.98,53.68,54.28,7007749.0
2024-01-11,54.34,56.51,53.88,56.29,7978925.0
2024-01-12,55.92,56.78,54.83,54.92,4882605.0
2024-01-15,54.14,56.41,53.46,53.75,11003974.0
2024-01-16,53.72,53.83,52.18,53.03,9153352.0
2024-01-17,53.05,53.22,51.8,51.96,6904587.0
2024-01-18,51.37,53.52,50.42,53.4,11224066.0
2024-01-19,53.35,54.83,53.01,54.47,9344551.0
2024-01-22,54.49,54.81,52.47,53.44,10393428.0
2024-01-23,52.75,53.85,51.76,53.51,9903875.0
2024-01-24,53.68,53.84,49.5,51.34,13236434.0
2024-01-25,51.13,51.61,49.96,51.05,14889623.0
2024-01-26,50.39,50.39,47.93,49.2,13742804.0
2024-01-29,49.67,50.87,47.55,48.04,14238946.0
2024-01-30,47.9,48.83,46.63,46.87,12156046.0
2024-01-31,47.03,47.1,44.62,44.66,15935142.0
2024-02-01,44.7,46.72,44.31,46.21,12336949.0
2024-02-02,46.22,46.63,42.89,44.26,13905496.0
2024-02-05,44.39,44.86,42.09,44.05,16714938.0
2024-02-06,44.66,47.36,43.24,47.14,13962160.0
2024-02-07,47.27,48.58,46.5,48.11,13045224.0
2024-02-08,48.66,49.65,48.21,49.3,12758790.0
2024-02-19,50.57,51.6,49.46,51.32,14726067.0
2024-02-20,50.88,51.77,50.09,51.03,9853881.0
2024-02-21,50.41,51.17,50.06,50.18,10018866.0
2024-02-22,50.48,51.16,50.39,50.73,9602493.0
2024-02-23,51.28,51.59,49.79,50.99,10659833.0
2024-02-26,50.86,52.33,50.45,51.57,10637561.0
2024-02-27,51.09,53.03,50.8,52.77,11794461.0
2024-02-28,52.8,53.61,50.15,50.16,13244567.0
2024-02-29,50.1,52.1,49.82,51.57,16292477.0
2024-03-01,51.86,52.84,51.32,52.53,13812935.0
2024-03-04,53.65,54.75,52.8,54.19,16806172.0
2024-03-05,53.84,54.6,53.47,53.81,14578288.0
2024-03-06,53.81,54.04,51.75,52.05,13126007.0
2024-03-07,52.61,52.64,49.99,50.68,14651954.0
2024-03-08,50.86,52.56,50.19,51.73,12908065.0
2024-03-11,50.96,51.55,49.97,51.44,13057643.0
2024-03-12,51.41,53.61,51.41,52.34,15364108.0
2024-03-13,52.76,53.49,52.11,52.28,10770490.0
2024-03-14,51.97,52.24,50.29,51.18,12704092.0
2024-03-15,51.08,51.82,50.29,51.77,12261926.0
2024-03-18,51.77,52.52,50.98,52.07,18365866.0
2024-03-19,51.98,52.03,47.74,48.21,36925659.0
2024-03-20,48.26,49.05,46.43,47.06,30373344.0
2024-03-21,48.81,50.58,48.41,49.07,35788376.0
2024-03-22,49.58,51.54,48.39,48.7,31908179.0
2024-03-25,48.29,48.76,46.98,47.37,17235901.0
2024-03-26,48.03,48.98,46.27,46.47,19344790.0
2024-03-27,45.72,46.22,44.73,44.75,14939474.0
2024-03-28,44.92,46.63,44.33,45.9,15572542.0
2024-03-29,45.77,45.77,44.51,45.4,10842564.0
2024-04-01,45.17,46.19,44.79,45.25,15241330.0
2024-04-02,45.77,45.96,44.97,45.2,13761442.0
