date,nav,cash,position_value,close,drawdown,daily_return,peak,dd,daily_ret,month
2025-06-06,2026743.7546569924,1522979.4022400002,503764.3524169922,102.80905151367188,0.0,0.0013714098287024386,2026743.7546569924,0.0,0.0013714098287025411,2025-06
2025-06-09,2052047.46592,1263720.46592,788327.0,107.8774642944336,0.0,0.012484908960427579,2052047.46592,0.0,0.012484908960427532,2025-06
2025-06-10,2045567.1631551075,1263720.46592,781846.6972351074,107.10228729248047,0.0029303352170140726,-0.0031579692343945104,2052047.46592,0.0031579692343945104,-0.0031579692343944865,2025-06
2025-06-11,2047090.6883931446,1263720.46592,783370.2224731445,107.31098937988281,0.002187724157480314,0.0007447935543153741,2052047.46592,0.0024155277152096396,0.0007447935543154482,2025-06
2025-06-12,2105273.925087481,1263720.46592,841553.4591674807,115.28129577636719,0.0,0.028422403083669372,2105273.925087481,0.0,0.02842240308366928,2025-06
2025-06-13,2109989.5851826956,1263720.46592,846269.1192626955,115.92727661132812,0.0,0.0022399270893068667,2109989.5851826956,0.0,0.002239927089306759,2025-06
2025-06-16,2138428.2402730277,1263720.46592,874707.7743530276,119.82298278808594,0.0,0.013478102114835624,2138428.2402730277,0.0,0.013478102114835577,2025-06
2025-06-17,2129649.939034014,1263720.46592,865929.4731140139,118.62047576904297,0.004105024930784157,-0.004105024930784157,2138428.2402730277,0.004105024930784157,-0.004105024930784129,2025-06
2025-06-18,2171002.1622395804,1263720.46592,907281.6963195803,124.28516387939453,0.0,0.01941738050354103,2171002.1622395804,0.0,0.019417380503541137,2025-06
2025-06-19,2198243.8851094535,1263720.46592,934523.4191894534,128.01690673828125,0.0,0.012547994351959007,2198243.8851094535,0.0,0.01254799435195908,2025-06
2025-06-20,2206984.7038960746,1263720.46592,943264.2379760745,129.2142791748047,0.0,0.003976273445285111,2206984.7038960746,0.0,0.003976273445285061,2025-06
2025-06-23,2189430.3848958304,1263720.46592,925709.9189758303,126.80957794189453,0.007953983083459903,-0.007953983083459903,2206984.7038960746,0.007953983083459903,-0.007953983083459848,2025-06
2025-06-24,2176028.0968404105,1263720.46592,912307.6309204104,124.97364807128906,0.014026652292159152,-0.00612135838977935,2206984.7038960746,0.014026652292159152,-0.006121358389779341,2025-06
2025-06-25,2179524.379799395,1263720.46592,915803.9138793948,125.45259094238281,0.012442462355177599,0.0016067269370560852,2206984.7038960746,0.012442462355177599,0.0016067269370561021,2025-06
2025-06-26,2208441.339943438,1263720.46592,944720.8740234377,129.413818359375,0.0,0.013267555257493614,2208441.339943438,0.0,0.01326755525749368,2025-06
2025-06-27,2271811.1901021292,1263720.46592,1008090.7241821291,138.09461975097656,0.0,0.028694377800550692,2271811.1901021292,0.0,0.02869437780055062,2025-06
2025-06-30,2326149.1615987113,1263720.46592,1062428.6956787112,145.53817749023438,0.0,0.023918348379179905,2326149.1615987113,0.0,0.023918348379179832,2025-06
2025-07-01,2322070.2019429496,1263720.46592,1058349.7360229495,144.9794158935547,0.0017535245473933147,-0.0017535245473933147,2326149.1615987113,0.0017535245473933147,-0.0017535245473933037,2025-07
2025-07-02,2275671.7156148246,1263720.46592,1011951.2496948245,138.6234588623047,0.021700003945230528,-0.019981517479231214,2326149.1615987113,0.021700003945230528,-0.01998151747923116,2025-07
2025-07-03,2299927.0394063285,1263720.46592,1036206.5734863284,141.94610595703125,0.011272760416774358,0.010658533752945459,2326149.1615987113,0.011272760416774358,0.010658533752945454,2025-07
2025-07-04,2279459.3926167777,1263720.46592,1015738.9266967776,139.14231872558594,0.020071700367591535,-0.008899259167296898,2326149.1615987113,0.020071700367591535,-0.008899259167296947,2025-07
2025-07-07,2248138.5430074027,1263720.46592,984418.0770874026,134.85179138183594,0.03353637844001956,-0.013740472723850209,2326149.1615987113,0.03353637844001956,-0.013740472723850261,2025-07
2025-07-08,2319010.898659258,1263720.46592,1055290.432739258,144.56033325195312,0.003068703872174368,0.03152490573692464,2326149.1615987113,0.003068703872174368,0.03152490573692468,2025-07
2025-07-09,2322070.2019429496,1263720.46592,1058349.7360229495,144.9794158935547,0.0017535245473933147,0.0013192276437597383,2326149.1615987113,0.0017535245473933147,0.0013192276437596906,2025-07
2025-07-10,2331466.32315877,1263720.46592,1067745.8572387698,146.2665557861328,0.0,0.004046441493439036,2331466.32315877,0.0,0.004046441493439135,2025-07
2025-07-11,2321924.393532305,1263720.46592,1058203.927612305,144.95944213867188,0.004092673152377784,-0.004092673152377784,2331466.32315877,0.004092673152377784,-0.004092673152377824,2025-07
2025-07-14,2354993.384621172,1263720.46592,1091272.918701172,149.48944091796875,0.0,0.01424206196419681,2354993.384621172,0.0,0.01424206196419675,2025-07
2025-07-15,2537017.752907305,1263720.46592,1273297.286987305,174.42428588867188,0.0,0.0772929425088018,2537017.752907305,0.0,0.07729294250880181,2025-07
2025-07-16,2507518.0046773246,1263720.46592,1243797.5387573245,170.3832244873047,0.011627726371317315,-0.011627726371317315,2537017.752907305,0.011627726371317315,-0.01162772637131737,2025-07
2025-07-17,2551876.9554829886,1263720.46592,1288156.4895629885,176.4597930908203,0.0,0.017690381773100096,2551876.9554829886,0.0,0.017690381773100006,2025-07
2025-07-18,2579337.2795796683,1263720.46592,1315616.8136596682,180.2214813232422,0.0,0.010760833917825919,2579337.2795796683,0.0,0.010760833917826007,2025-07
2025-07-21,2632728.1090474417,1263720.46592,1369007.6431274416,187.53529357910156,0.0,0.020699436979592707,2632728.1090474417,0.0,0.020699436979592756,2025-07
2025-07-22,2607161.734840899,1263720.46592,1343441.2689208987,184.03305053710938,0.0097109815930796,-0.0097109815930796,2632728.1090474417,0.0097109815930796,-0.009710981593079593,2025-07
2025-07-23,2619835.593483477,1263720.46592,1356115.1275634768,185.76919555664062,0.004897017477672443,0.004861170856111673,2632728.1090474417,0.004897017477672443,0.004861170856111707,2025-07
2025-07-24,2612697.441933184,1263720.46592,1348976.9760131838,184.79136657714844,0.007608331086458142,-0.00272465629829912,2632728.1090474417,0.007608331086458142,-0.0027246562982990996,2025-07
2025-07-25,2612843.1389546683,1263720.46592,1349122.6730346682,184.8113250732422,0.00755299038455137,5.576498034023068e-05,2632728.1090474417,0.00755299038455137,5.576498034032262e-05,2025-07
2025-07-28,2661280.938026934,1263720.46592,1397560.4721069338,191.44664001464844,0.0,0.01853834941336905,2661280.938026934,0.0,0.01853834941336907,2025-07
2025-07-29,2792828.0831075003,1263720.46592,1529107.6171875002,209.466796875,0.0,0.04943001063919809,2792828.0831075003,0.0,0.04943001063919805,2025-07
2025-07-30,2797708.4877705863,1263720.46592,1533988.0218505862,210.13534545898438,0.0,0.001747477652708093,2797708.4877705863,0.0,0.001747477652707996,2025-07
2025-07-31,2848768.38767293,1263720.46592,1585047.92175293,217.12985229492188,0.0,0.018250614789045418,2848768.38767293,0.0,0.018250614789045327,2025-07
2025-08-01,2797926.9219136527,1263720.46592,1534206.4559936526,210.16526794433594,0.01784682320236225,-0.01784682320236225,2848768.38767293,0.01784682320236225,-0.017846823202362194,2025-08
2025-08-04,2781829.406044512,1263720.46592,1518108.940124512,207.9601287841797,0.02349751630145627,-0.005753372521298972,2848768.38767293,0.02349751630145627,-0.005753372521298927,2025-08
2025-08-05,2800039.1945576956,1263720.46592,1536318.7286376955,210.45462036132812,0.017105354484447832,0.006545975994651707,2848768.38767293,0.017105354484447832,0.006545975994651787,2025-08
2025-08-06,2797125.699684649,1263720.46592,1533405.2337646487,210.05551147460938,0.01812807535064883,-0.0010405193179830118,2848768.38767293,0.01812807535064883,-0.0010405193179829908,2025-08
2025-08-07,2782120.800087481,1263720.46592,1518400.3341674807,208.0000457763672,0.02339522857451095,-0.005364399461511379,2848768.38767293,0.02339522857451095,-0.005364399461511349,2025-08
2025-08-08,2788239.2952657035,1263720.46592,1524518.8293457034,208.83819580078125,0.021247460014350582,0.002199219810308117,2848768.38767293,0.021247460014350582,0.0021992198103080174,2025-08
2025-08-11,2827936.4983296683,1263720.46592,1564216.0324096682,214.2761688232422,0.007312594956264113,0.014237373073167999,2848768.38767293,0.007312594956264113,0.01423737307316797,2025-08
2025-08-12,2907549.4499898246,1263720.46592,1643828.9840698245,225.1820526123047,0.0,0.028152312368817316,2907549.4499898246,0.0,0.02815231236881721,2025-08
2025-08-13,3099261.5563130667,1263720.46592,1835541.0903930666,251.44398498535156,0.0,0.06593597447634575,3099261.5563130667,0.0,0.0659359744763457,2025-08
2025-08-14,3007994.4023824027,1263720.46592,1744273.9364624026,238.94163513183594,0.02944803214325576,-0.02944803214325576,3099261.5563130667,0.02944803214325576,-0.029448032143255753,2025-08
2025-08-15,2997651.250526934,1263720.46592,1733930.7846069338,237.52476501464844,0.032785327711098426,-0.0034385542231317747,3099261.5563130667,0.032785327711098426,-0.0034385542231317734,2025-08
2025-08-18,3157532.679054766,1263720.46592,1893812.2131347659,259.42633056640625,0.0,0.05333556680408627,3157532.679054766,0.0,0.05333556680408624,2025-08
2025-08-19,3270432.9445576956,1263720.46592,2006712.4786376955,274.8921203613281,0.0,0.03575585020919794,3270432.9445576956,0.0,0.035755850209197915,2025-08
2025-08-20,3214274.0944600394,1263720.46592,1950553.6285400393,267.1991271972656,0.01717168676126193,-0.01717168676126193,3270432.9445576956,0.01717168676126193,-0.017171686761261906,2025-08
2025-08-21,3195554.700539141,1263720.46592,1931834.2346191409,264.63482666015625,0.02289551422944141,-0.005823832495543003,3270432.9445576956,0.02289551422944141,-0.005823832495542969,2025-08
2025-08-22,3295198.319313555,1263720.46592,2031477.853393555,278.2846374511719,0.0,0.031181947458950584,3295198.319313555,0.0,0.031181947458950532,2025-08
2025-08-25,3594566.2667012503,1263720.46592,2330845.80078125,319.2939453125,0.0,0.09084975117675426,3594566.2667012503,0.0,0.09084975117675431,2025-08
2025-08-26,3550862.7297139456,1263720.46592,2287142.2637939453,313.3071594238281,0.012158222646264252,-0.012158222646264252,3594566.2667012503,0.012158222646264252,-0.012158222646264205,2025-08
2025-08-27,3631714.106056719,1263720.46592,2367993.6401367188,324.3826904296875,0.0,0.02276950208922516,3631714.106056719,0.0,0.022769502089225124,2025-08
2025-08-28,3878856.5773701956,1263720.46592,2615136.1114501953,358.2378234863281,0.0,0.06805119128218536,3878856.5773701956,0.0,0.06805119128218529,2025-08
2025-08-29,3848919.849464922,1263720.46592,2585199.383544922,354.13690185546875,0.007717925968165101,-0.007717925968165101,3878856.5773701956,0.007717925968165101,-0.007717925968165118,2025-08
2025-09-01,4221709.516212969,1263720.46592,2957989.0502929688,405.2039794921875,0.0,0.09685565855570419,4221709.516212969,0.0,0.0968556585557041,2025-09
2025-09-02,4060735.4714131644,1263720.46592,2797015.005493164,383.1527404785156,0.038130061810648784,-0.038130061810648784,4221709.516212969,0.038130061810648784,-0.03813006181064882,2025-09
2025-09-03,4368043.015358477,1263720.46592,3104322.5494384766,425.2496643066406,0.0,0.07567780420780951,4368043.015358477,0.0,0.07567780420780945,2025-09
2025-09-04,3952496.842262774,1263720.46592,2688776.3763427734,368.3255310058594,0.09513326028031344,-0.09513326028031344,4368043.015358477,0.09513326028031344,-0.09513326028031344,2025-09
2025-09-05,4228264.991066485,1263720.46592,2964544.5251464844,406.10198974609375,0.03200014830451959,0.06977061837343197,4368043.015358477,0.03200014830451959,0.0697706183734319,2025-09
2025-09-08,3958688.0745625785,1263720.46592,2694967.608642578,369.17364501953125,0.09371586757652464,-0.06375591810671061,4368043.015358477,0.09371586757652464,-0.06375591810671055,2025-09
2025-09-09,3880750.415871172,1263720.46592,2617029.949951172,358.49725341796875,0.11155856244408195,-0.019687749381471057,4368043.015358477,0.11155856244408195,-0.01968774938147111,2025-09
2025-09-10,4068019.2085957816,1263720.46592,2804298.7426757812,384.1505126953125,0.06868609253795843,0.04825581979163951,4368043.015358477,0.06868609253795843,0.04825581979163962,2025-09
2025-09-11,4468414.8964619925,1263720.46592,3204694.430541992,438.9992370605469,0.0,0.09842522056438899,4468414.8964619925,0.0,0.09842522056438896,2025-09
2025-09-12,4338178.913185625,1263720.46592,3074458.447265625,421.15869140625,0.029145902136233054,-0.029145902136233054,4468414.8964619925,0.029145902136233054,-0.029145902136233026,2025-09
2025-09-15,4235694.648048907,1263720.46592,2971974.1821289062,407.1197509765625,0.05208116385910124,-0.0236237986462993,4468414.8964619925,0.05208116385910124,-0.023623798646299266,2025-09
2025-09-16,4260459.800026446,1263720.46592,2996739.3341064453,410.5122375488281,0.046538896063613486,0.005846774622657624,4468414.8964619925,0.046538896063613486,0.005846774622657591,2025-09
2025-09-17,4222438.001320391,1263720.46592,2958717.5354003906,405.30377197265625,0.05504790867481027,-0.008924341618202495,4468414.8964619925,0.05504790867481027,-0.008924341618202547,2025-09
2025-09-18,4245746.183083086,1263720.46592,2982025.717163086,408.4966735839844,0.04983170062278934,0.005520076731832807,4468414.8964619925,0.04983170062278934,0.005520076731832857,2025-09
2025-09-19,4333881.296608477,1263720.46592,3070160.8306884766,420.5699768066406,0.03010767866700042,0.02075845086467004,4468414.8964619925,0.03010767866700042,0.020758450864670097,2025-09
2025-09-22,4308387.659523516,1263720.46592,3044667.1936035156,417.07769775390625,0.03581297633422159,-0.005882403171704597,4468414.8964619925,0.03581297633422159,-0.005882403171704631,2025-09
2025-09-23,4427042.511818438,1263720.46592,3163322.0458984375,433.331787109375,0.009258850308710717,0.027540430822802154,4468414.8964619925,0.009258850308710717,0.02754043082280222,2025-09
2025-09-24,4348449.216530352,1263720.46592,3084728.7506103516,422.5655822753906,0.026847480082171245,-0.01775300216301813,4468414.8964619925,0.026847480082171245,-0.017753002163018117,2025-09
2025-09-25,4429300.370094805,1263720.46592,3165579.9041748047,433.6410827636719,0.008753557418796909,0.0185931005603337,4468414.8964619925,0.008753557418796909,0.018593100560333697,2025-09
2025-09-26,4277067.255470782,1263720.46592,3013346.7895507812,412.7872314453125,0.04282226369416064,-0.03436956221164225,4468414.8964619925,0.04282226369416064,-0.034369562211642224,2025-09
2025-09-29,4299282.932350664,1263720.46592,3035562.466430664,415.8304748535156,0.03785055059350994,0.005194137840939214,4468414.8964619925,0.03785055059350994,0.00519413784093925,2025-09
2025-09-30,4204082.404396563,1263720.46592,2940361.9384765625,402.789306640625,0.059155762880193426,-0.02214335028703263,4468414.8964619925,0.059155762880193426,-0.022143350287032626,2025-09
2025-10-09,4168609.858009844,1263720.46592,2904889.3920898438,397.9300537109375,0.06709427065278305,-0.008437642979981107,4468414.8964619925,0.06709427065278305,-0.008437642979981064,2025-10
2025-10-10,4104438.785622149,1263720.46592,2840718.3197021484,389.1394958496094,0.08145530781576107,-0.015393878192844731,4468414.8964619925,0.08145530781576107,-0.015393878192844768,2025-10
2025-10-13,4012494.3855977347,1263720.46592,2748773.9196777344,376.54437255859375,0.1020318214464031,-0.022401211182999085,4468414.8964619925,0.1020318214464031,-0.022401211182999092,2025-10
2025-10-14,3787264.1670918753,1263720.46592,2523543.701171875,345.69091796875,0.15243676900044345,-0.05613222022547633,4468414.8964619925,0.15243676900044345,-0.05613222022547637,2025-10
2025-10-15,3845740.802834063,1263720.46592,2582020.3369140625,353.701416015625,0.13935010692962987,0.015440337183315608,4468414.8964619925,0.13935010692962987,0.015440337183315611,2025-10
2025-10-16,3939434.9037862113,1263720.46592,2675714.437866211,366.5362243652344,0.11838202246944833,0.024363082629776277,4468414.8964619925,0.11838202246944833,0.024363082629776267,2025-10
2025-10-17,3987776.9081807425,1263720.46592,2724056.442260742,373.1584167480469,0.10756342000869484,0.012271304279725373,4468414.8964619925,0.10756342000869484,0.012271304279725337,2025-10
2025-10-20,4202143.1191182425,1263720.46592,2938422.653198242,402.5236511230469,0.059589761361367545,0.053755818310131015,4468414.8964619925,0.059589761361367545,0.05375581831013099,2025-10
2025-10-21,4482860.956642657,1263720.46592,3219140.4907226562,440.9781494140625,0.0,0.06680349278139736,4482860.956642657,0.0,0.06680349278139741,2025-10
2025-10-22,4503276.584694414,1263720.46592,3239556.118774414,443.7748107910156,0.0,0.004554151522702516,4503276.584694414,0.0,0.004554151522702554,2025-10
2025-10-23,4478340.338966875,1263720.46592,3214619.873046875,440.35888671875,0.005537356024786827,-0.005537356024786827,4503276.584694414,0.005537356024786827,-0.005537356024786777,2025-10
2025-10-24,4865657.825539141,1263720.46592,3601937.3596191406,493.41607666015625,0.0,0.08648683602765601,4865657.825539141,0.0,0.08648683602765606,2025-10
2025-10-27,4974591.077492266,1263720.46592,3710870.6115722656,508.33843994140625,0.0,0.022388185905994038,4974591.077492266,0.0,0.022388185905994007,2025-10
2025-10-28,5004193.860695391,1263720.46592,3740473.3947753906,512.3936157226562,0.0,0.005950797310167656,5004193.860695391,0.0,0.005950797310167566,2025-10
2025-10-29,5060483.25888875,1263720.46592,3796762.79296875,520.1044921875,0.0,0.011248444756602078,5060483.25888875,0.0,0.011248444756602138,2025-10
2025-10-30,5016880.640480547,1263720.46592,3753160.174560547,514.1315307617188,0.008616295357091642,-0.008616295357091642,5060483.25888875,0.008616295357091642,-0.00861629535709163,2025-10
2025-10-31,4712612.0156026175,1263720.46592,3448891.549682617,472.4508972167969,0.06874269224685137,-0.06064896629647242,5060483.25888875,0.06874269224685137,-0.06064896629647243,2025-10
2025-11-03,4763578.57138875,1263720.46592,3499858.10546875,479.4326171875,0.05867121227572213,0.010814927182078991,5060483.25888875,0.05867121227572213,0.010814927182078993,2025-11
2025-11-04,4747537.641212969,1263720.46592,3483817.1752929688,477.2352294921875,0.061841053841269325,-0.003367411691732578,5060483.25888875,0.061841053841269325,-0.0033674116917326025,2025-11
2025-11-05,4741777.484962969,1263720.46592,3478057.0190429688,476.4461669921875,0.06297931593113638,-0.001213293434473605,5060483.25888875,0.06297931593113638,-0.001213293434473628,2025-11
2025-11-06,4886657.1327901175,1263720.46592,3622936.666870117,496.2926940917969,0.034349708754259155,0.030553868941886858,5060483.25888875,0.034349708754259155,0.03055386894188694,2025-11
2025-11-07,4836856.821510821,1263720.46592,3573136.3555908203,489.4707336425781,0.044190727631620824,-0.010191079489725231,5060483.25888875,0.044190727631620824,-0.010191079489725197,2025-11
2025-11-10,4836492.356178789,1263720.46592,3572771.890258789,489.4208068847656,0.04426274947486891,-7.535168922312798e-05,5060483.25888875,0.04426274947486891,-7.53516892231243e-05,2025-11
2025-11-11,4676446.628639727,1263720.46592,3412726.1627197266,467.4967346191406,0.07588931937961897,-0.033091280984781965,5060483.25888875,0.07588931937961897,-0.03309128098478198,2025-11
2025-11-12,4849252.207253008,1263720.46592,3585531.741333008,491.1687316894531,0.04174128059108077,0.036952325630100584,5060483.25888875,0.04174128059108077,0.036952325630100535,2025-11
2025-11-13,4770870.105812578,1263720.46592,3507149.639892578,480.43145751953125,0.057230335179444716,-0.0161637502217752,5060483.25888875,0.057230335179444716,-0.016163750221775186,2025-11
2025-11-14,4638312.995216875,1263720.46592,3374592.529296875,462.27294921875,0.0834248908798052,-0.02778468238617574,5060483.25888875,0.0834248908798052,-0.027784682386175708,2025-11
2025-11-17,4786911.03598836,1263720.46592,3523190.5700683594,482.62884521484375,0.054060493613897524,0.032037087821525145,5060483.25888875,0.054060493613897524,0.032037087821525034,2025-11
2025-11-18,4711882.862160235,1263720.46592,3448162.3962402344,472.35101318359375,0.0688867799564791,-0.01567360940365457,5060483.25888875,0.0688867799564791,-0.015673609403654587,2025-11
2025-11-19,4826284.43076375,1263720.46592,3562563.96484375,488.0224609375,0.04627993338652573,0.02427937449851342,5060483.25888875,0.04627993338652573,0.024279374498513473,2025-11
2025-11-20,4851075.202248125,1263720.46592,3587354.736328125,491.41845703125,0.041381039305445635,0.005136616343279193,5060483.25888875,0.041381039305445635,0.00513661634327911,2025-11
2025-11-21,4646989.765236407,1263720.46592,3383269.2993164062,463.4615478515625,0.08171027795142717,-0.04207014496850921,5060483.25888875,0.08171027795142717,-0.04207014496850925,2025-11
2025-11-24,4594418.759987383,1263720.46592,3330698.294067383,456.2600402832031,0.09209881251612162,-0.011312916082213275,5060483.25888875,0.09209881251612162,-0.011312916082213298,2025-11
2025-11-25,4761099.717018633,1263720.46592,3497379.251098633,479.0930480957031,0.059161057660698575,0.03627900845322766,5060483.25888875,0.059161057660698575,0.036279008453227624,2025-11
2025-11-26,5224538.996193438,1263720.46592,3960818.5302734375,542.577880859375,0.0,0.09733870465225355,5224538.996193438,0.0,0.09733870465225358,2025-11
2025-11-27,5084398.957130938,1263720.46592,3820678.4912109375,523.380615234375,0.02682342674915529,-0.02682342674915529,5224538.996193438,0.02682342674915529,-0.026823426749155277,2025-11
2025-11-28,5015130.939552813,1263720.46592,3751410.4736328125,513.891845703125,0.04008163338300245,-0.013623639325347527,5224538.996193438,0.04008163338300245,-0.013623639325347492,2025-11
2025-12-01,5186478.211281328,1263720.46592,3922757.745361328,537.3640747070312,0.007285003507455911,0.034166061423671276,5224538.996193438,0.007285003507455911,0.03416606142367118,2025-12
2025-12-02,5215643.90342,1263720.46592,3951923.4375,541.359375,0.001702560317746389,0.005623409749458186,5224538.996193438,0.001702560317746389,0.005623409749458075,2025-12
2025-12-03,5082430.042336016,1263720.46592,3818709.5764160156,523.1109008789062,0.027200285797648646,-0.025541210932102442,5224538.996193438,0.027200285797648646,-0.025541210932102487,2025-12
2025-12-04,5168249.598000078,1263720.46592,3904529.132080078,534.8670043945312,0.010774041161214689,0.01688553604264027,5224538.996193438,0.010774041161214689,0.016885536042640314,2025-12
2025-12-05,5179551.142189532,1263720.46592,3915830.6762695312,536.4151611328125,0.008610875339754203,0.0021867256940969735,5224538.996193438,0.008610875339754203,0.002186725694097058,2025-12
2025-12-08,5419801.966164141,1263720.46592,4156081.5002441406,569.3262329101562,0.0,0.046384487261390196,5419801.966164141,0.0,0.046384487261390106,2025-12
2025-12-09,5682291.413185625,1263720.46592,4418570.947265625,605.28369140625,0.0,0.04843155684657995,5682291.413185625,0.0,0.04843155684657985,2025-12
2025-12-10,5755204.975197344,1263720.46592,4491484.509277344,615.2718505859375,0.0,0.012831718176671567,5755204.975197344,0.0,0.012831718176671503,2025-12
2025-12-11,5542370.142433672,1263720.46592,4278649.676513672,586.1163940429688,0.03698127758801047,-0.03698127758801047,5755204.975197344,0.03698127758801047,-0.03698127758801051,2025-12
2025-12-12,5507298.597023516,1263720.46592,4243578.131103516,581.3120727539062,0.0430751605272456,-0.006327896641482018,5755204.975197344,0.0430751605272456,-0.006327896641482034,2025-12
2025-12-15,5426072.730324297,1263720.46592,4162352.264404297,570.1852416992188,0.05718862252369405,-0.01474876752517436,5755204.975197344,0.05718862252369405,-0.0147487675251744,2025-12
2025-12-16,5287026.087257891,1263720.46592,4023305.6213378906,551.1377563476562,0.08134877731672788,-0.025625650443151345,5755204.975197344,0.08134877731672788,-0.02562565044315135,2025-12
2025-12-17,5565483.393166094,1263720.46592,4301762.927246094,589.2825927734375,0.03296521719884434,0.052668040844229054,5755204.975197344,0.03296521719884434,0.05266804084422905,2025-12
2025-12-18,5428551.807472735,1263720.46592,4164831.3415527344,570.5248413085938,0.056757868595880646,-0.02460371831519592,5755204.975197344,0.056757868595880646,-0.02460371831519592,2025-12
2025-12-19,5432197.351906328,1263720.46592,4168476.885986328,571.0242309570312,0.05612443426134267,0.0006715500860792071,5755204.975197344,0.05612443426134267,0.0006715500860792201,2025-12
2025-12-22,5766142.054054766,1263720.46592,4502421.588134766,616.7700805664062,0.0,0.061475068101354204,5766142.054054766,0.0,0.06147506810135428,2025-12
