date,nav,cash,position_value,close,drawdown,peak,dd,daily_ret,month
2025-06-16,1999808.1824,1400378.1824,599430.0,68.83206176757812,0.0,1999808.1824,0.0,,2025-06
2025-06-17,2011645.842922461,1400378.1824,611267.6605224609,70.26065063476562,0.0,2011645.842922461,0.0,0.005919397983587871,2025-06
2025-06-18,2054233.8403589844,1400378.1824,653855.6579589844,75.15582275390625,0.0,2054233.8403589844,0.0,0.02117072325944447,2025-06
2025-06-19,2047454.4221766114,1400378.1824,647076.2397766113,74.37657928466797,0.003300217360448273,2054233.8403589844,0.003300217360448273,-0.0033002173604482765,2025-06
2025-06-20,1972447.5213892579,1400378.1824,572069.3389892578,65.75509643554688,0.039813538927697796,2054233.8403589844,0.039813538927697796,-0.03663422246421244,2025-06
2025-06-23,1935335.1236231446,1400378.1824,534956.9412231445,61.48930358886719,0.057879835488963555,2054233.8403589844,0.057879835488963555,-0.018815404396652302,2025-06
2025-06-24,1936030.4757959961,1400378.1824,535652.2933959961,61.56922912597656,0.057541338401051675,2054233.8403589844,0.057541338401051675,0.0003592929019702318,2025-06
2025-06-25,1925774.5954401612,1400378.1824,525396.4130401611,60.3903923034668,0.06253389579853019,2054233.8403589844,0.06253389579853019,-0.005297375472159471,2025-06
2025-06-26,1924470.8433039307,1400378.1824,524092.66090393066,60.240535736083984,0.0631685616825284,2054233.8403589844,0.0631685616825284,-0.0006770014202687191,2025-06
2025-06-27,1947850.7989771485,1400378.1824,547472.6165771484,62.927886962890625,0.051787211023281134,2054233.8403589844,0.051787211023281134,0.012148771052867158,2025-06
2025-06-30,1945243.36108042,1400378.1824,544865.1786804199,62.62818145751953,0.0530565104796044,2054233.8403589844,0.0530565104796044,-0.0013386230085475903,2025-06
2025-07-01,1933857.5998194336,1400378.1824,533479.4174194336,61.31947326660156,0.058599093333266586,2054233.8403589844,0.058599093333266586,-0.005853129479214569,2025-07
2025-07-02,1916822.4008448243,1400378.1824,516444.2184448242,59.36140441894531,0.06689181962368365,2054233.8403589844,0.06689181962368365,-0.00880892107888398,2025-07
2025-07-03,1943331.275356543,1400378.1824,542953.092956543,62.40840148925781,0.053987312848015785,2054233.8403589844,0.053987312848015785,0.013829593445921384,2025-07
2025-07-04,1915779.4389612793,1400378.1824,515401.2565612793,59.24152374267578,0.06739953294387833,2054233.8403589844,0.06739953294387833,-0.014177632370069637,2025-07
2025-07-07,1900923.58916,1900923.58916,0.0,57.663082122802734,0.07408447884589683,2054233.8403589844,0.07463135315315074,-0.007754467711238222,2025-07
2025-07-08,1900923.58916,1900923.58916,0.0,58.8419189453125,0.07463135315315074,2054233.8403589844,0.07463135315315074,0.0,2025-07
2025-07-09,1900923.58916,1900923.58916,0.0,57.95279312133789,0.07463135315315074,2054233.8403589844,0.07463135315315074,0.0,2025-07
2025-07-10,1900923.58916,1900923.58916,0.0,59.940834045410156,0.07463135315315074,2054233.8403589844,0.07463135315315074,0.0,2025-07
