date,close,signal,strength,reason
2024-08-30,108.22528839111328,hold,0.0,信号不一致(买0/卖0/持3)
2024-09-02,103.4848403930664,hold,0.0,信号不一致(买0/卖0/持3)
2024-09-03,104.65752410888672,hold,0.0,信号不一致(买0/卖0/持3)
2024-09-04,101.26866149902344,hold,0.0,信号不一致(买0/卖1/持2)
2024-09-05,101.04007720947266,hold,0.0,信号不一致(买0/卖0/持3)
2024-09-06,98.80401611328125,hold,0.0,信号不一致(买0/卖0/持3)
2024-09-09,101.36803436279297,hold,0.0,信号不一致(买0/卖0/持3)
2024-09-10,105.77059936523438,hold,0.0,信号不一致(买0/卖0/持3)
2024-09-11,105.52214050292969,hold,0.0,信号不一致(买0/卖0/持3)
2024-09-12,107.33086395263672,hold,0.0,信号不一致(买0/卖0/持3)
2024-09-13,115.22167205810547,hold,0.0,信号不一致(买0/卖0/持3)
2024-09-18,112.9359130859375,hold,0.0,信号不一致(买0/卖0/持3)
2024-09-19,109.34828186035156,hold,0.0,信号不一致(买0/卖0/持3)
2024-09-20,108.32466888427734,hold,0.0,信号不一致(买0/卖0/持3)
2024-09-23,108.22528839111328,hold,0.0,信号不一致(买0/卖1/持2)
2024-09-24,121.40312957763672,hold,0.0,信号不一致(买1/卖0/持2)
2024-09-25,121.23418426513672,hold,0.0,信号不一致(买1/卖0/持2)
2024-09-26,128.8765411376953,hold,0.0,信号不一致(买1/卖0/持2)
2024-09-27,132.7722625732422,hold,0.0,信号不一致(买1/卖0/持2)
2024-09-30,153.90054321289062,buy,0.7,多数表决看多(2/3票买入)
2024-10-08,184.67864990234375,buy,0.7,多数表决看多(2/3票买入)
2024-10-09,165.3690185546875,buy,0.39999999999999997,多数表决看多(3/3票买入)
2024-10-10,161.701904296875,buy,0.39999999999999997,多数表决看多(3/3票买入)
2024-10-11,158.65090942382812,buy,0.39999999999999997,多数表决看多(3/3票买入)
2024-10-14,160.99630737304688,buy,0.39999999999999997,多数表决看多(3/3票买入)
2024-10-15,156.8223114013672,buy,0.45,多数表决看多(2/3票买入)
2024-10-16,147.77870178222656,buy,0.45,多数表决看多(2/3票买入)
2024-10-17,149.5675506591797,buy,0.45,多数表决看多(2/3票买入)
2024-10-18,166.95912170410156,buy,0.39999999999999997,多数表决看多(3/3票买入)
2024-10-21,163.94790649414062,buy,0.39999999999999997,多数表决看多(3/3票买入)
2024-10-22,168.94674682617188,buy,0.39999999999999997,多数表决看多(3/3票买入)
2024-10-23,155.19247436523438,buy,0.45,多数表决看多(2/3票买入)
2024-10-24,156.1266632080078,hold,0.0,信号不一致(买1/卖1/持1)
2024-10-25,155.39125061035156,hold,0.0,信号不一致(买1/卖0/持2)
2024-10-28,149.6072998046875,hold,0.0,信号不一致(买1/卖0/持2)
2024-10-29,142.58111572265625,hold,0.0,信号不一致(买1/卖1/持1)
2024-10-30,140.37486267089844,hold,0.0,信号不一致(买1/卖1/持1)
2024-10-31,142.13389587402344,hold,0.0,信号不一致(买1/卖0/持2)
2024-11-01,139.8580780029297,hold,0.0,信号不一致(买1/卖0/持2)
2024-11-04,142.26307678222656,hold,0.0,信号不一致(买1/卖0/持2)
2024-11-05,147.37123107910156,hold,0.0,信号不一致(买1/卖0/持2)
2024-11-06,142.01463317871094,hold,0.0,信号不一致(买1/卖0/持2)
2024-11-07,144.18112182617188,hold,0.0,信号不一致(买1/卖0/持2)
2024-11-08,141.32891845703125,hold,0.0,信号不一致(买1/卖0/持2)
2024-11-11,144.00222778320312,hold,0.0,信号不一致(买1/卖0/持2)
2024-11-12,146.5861358642578,hold,0.0,信号不一致(买1/卖0/持2)
2024-11-13,155.3316192626953,hold,0.0,信号不一致(买1/卖0/持2)
2024-11-14,147.88803100585938,hold,0.0,信号不一致(买1/卖0/持2)
2024-11-15,139.62950134277344,hold,0.0,信号不一致(买1/卖0/持2)
2024-11-18,131.19210815429688,sell,0.7000000000000001,多数表决看空(3/3票卖出)
2024-11-19,133.96481323242188,hold,0.0,信号不一致(买0/卖0/持3)
2024-11-20,137.2841339111328,hold,0.0,信号不一致(买0/卖0/持3)
2024-11-21,132.9710235595703,hold,0.0,信号不一致(买0/卖1/持2)
2024-11-22,131.46043395996094,hold,0.0,信号不一致(买0/卖0/持3)
2024-11-25,124.22553253173828,hold,0.0,信号不一致(买0/卖1/持2)
2024-11-26,126.25289154052734,hold,0.0,信号不一致(买0/卖0/持3)
2024-11-27,127.89268493652344,hold,0.0,信号不一致(买0/卖0/持3)
2024-11-28,124.01683807373047,hold,0.0,信号不一致(买0/卖0/持3)
2024-11-29,125.94482421875,hold,0.0,信号不一致(买0/卖0/持3)
2024-12-02,131.2119903564453,hold,0.0,信号不一致(买0/卖0/持3)
2024-12-03,129.19454956054688,hold,0.0,信号不一致(买0/卖0/持3)
2024-12-04,127.2268295288086,hold,0.0,信号不一致(买0/卖0/持3)
2024-12-05,131.0231475830078,hold,0.0,信号不一致(买0/卖0/持3)
2024-12-06,130.6951904296875,hold,0.0,信号不一致(买0/卖0/持3)
2024-12-09,124.32492065429688,hold,0.0,信号不一致(买0/卖1/持2)
2024-12-10,122.38700866699219,hold,0.0,信号不一致(买0/卖1/持2)
2024-12-11,124.35472869873047,hold,0.0,信号不一致(买0/卖0/持3)
2024-12-12,129.36351013183594,hold,0.0,信号不一致(买0/卖0/持3)
2024-12-13,126.3125228881836,hold,0.0,信号不一致(买0/卖0/持3)
2024-12-16,122.03916931152344,hold,0.0,信号不一致(买0/卖0/持3)
2024-12-17,125.20939636230469,hold,0.0,信号不一致(买0/卖0/持3)
2024-12-18,122.6652603149414,hold,0.0,信号不一致(买0/卖0/持3)
2024-12-19,126.25289154052734,hold,0.0,信号不一致(买0/卖0/持3)
2024-12-20,126.3125228881836,hold,0.0,信号不一致(买0/卖0/持3)
2024-12-23,131.7685089111328,hold,0.0,信号不一致(买1/卖0/持2)
2024-12-24,130.7946014404297,hold,0.0,信号不一致(买1/卖0/持2)
2024-12-25,134.15365600585938,hold,0.0,信号不一致(买1/卖0/持2)
2024-12-26,139.9276580810547,hold,0.0,信号不一致(买1/卖0/持2)
2024-12-27,136.0021209716797,hold,0.0,信号不一致(买1/卖0/持2)
2024-12-30,130.3672332763672,hold,0.0,信号不一致(买0/卖1/持2)
2024-12-31,122.7447738647461,sell,0.7,多数表决看空(2/3票卖出)
2025-01-02,121.35344696044922,hold,0.0,信号不一致(买0/卖1/持2)
2025-01-03,122.24786376953125,hold,0.0,信号不一致(买0/卖1/持2)
2025-01-06,124.7125015258789,hold,0.0,信号不一致(买0/卖0/持3)
2025-01-07,127.5547866821289,hold,0.0,信号不一致(买0/卖0/持3)
2025-01-08,123.45037841796875,hold,0.0,信号不一致(买0/卖0/持3)
2025-01-09,120.75716400146484,hold,0.0,信号不一致(买0/卖0/持3)
2025-01-10,112.4290771484375,hold,0.0,信号不一致(买0/卖1/持2)
2025-01-13,110.11351013183594,hold,0.0,信号不一致(买0/卖1/持2)
2025-01-14,113.64152526855469,hold,0.0,信号不一致(买0/卖0/持3)
2025-01-15,109.85513305664062,hold,0.0,信号不一致(买0/卖0/持3)
2025-01-16,118.74967193603516,hold,0.0,信号不一致(买0/卖0/持3)
2025-01-17,116.17572021484375,hold,0.0,信号不一致(买0/卖0/持3)
2025-01-20,118.42172241210938,hold,0.0,信号不一致(买0/卖0/持3)
2025-01-21,118.81924438476562,hold,0.0,信号不一致(买0/卖0/持3)
2025-01-22,131.1821746826172,buy,0.44999999999999996,多数表决看多(2/3票买入)
2025-01-23,126.95849609375,sell,0.6,多数表决看空(2/3票卖出)
2025-01-24,127.45540618896484,hold,0.0,信号不一致(买0/卖0/持3)
2025-01-27,114.10861206054688,hold,0.0,信号不一致(买0/卖1/持2)
2025-02-05,97.64127349853516,sell,0.8,多数表决看空(2/3票卖出)
2025-02-06,100.37423706054688,hold,0.0,信号不一致(买0/卖0/持3)
2025-02-07,107.11222076416016,hold,0.0,信号不一致(买0/卖0/持3)
2025-02-10,109.93463134765625,hold,0.0,信号不一致(买0/卖0/持3)
2025-02-11,110.8091812133789,hold,0.0,信号不一致(买0/卖0/持3)
2025-02-12,111.20670318603516,hold,0.0,信号不一致(买0/卖0/持3)
2025-02-13,107.45012664794922,hold,0.0,信号不一致(买0/卖0/持3)
2025-02-14,106.76438903808594,hold,0.0,信号不一致(买0/卖0/持3)
2025-02-17,114.84402465820312,hold,0.0,信号不一致(买0/卖0/持3)
2025-02-18,112.88622283935547,hold,0.0,信号不一致(买0/卖0/持3)
2025-02-19,113.5322036743164,hold,0.0,信号不一致(买0/卖0/持3)
2025-02-20,113.73096466064453,hold,0.0,信号不一致(买0/卖0/持3)
2025-02-21,117.99439239501953,hold,0.0,信号不一致(买0/卖0/持3)
2025-02-24,113.79058837890625,hold,0.0,信号不一致(买0/卖0/持3)
2025-02-25,110.66011047363281,hold,0.0,信号不一致(买0/卖0/持3)
2025-02-26,111.52471160888672,hold,0.0,信号不一致(买0/卖1/持2)
2025-02-27,107.50975036621094,hold,0.0,信号不一致(买0/卖1/持2)
2025-02-28,100.24504089355469,sell,0.8,多数表决看空(2/3票卖出)
2025-03-03,102.13327026367188,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-04,101.82518768310547,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-05,102.8189926147461,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-06,104.51839447021484,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-07,101.6065444946289,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-10,101.74568176269531,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-11,101.14939880371094,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-12,101.7258071899414,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-13,101.8550033569336,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-14,103.345703125,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-17,103.61404418945312,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-18,108.18553924560547,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-19,104.32958221435547,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-20,104.34944915771484,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-21,101.81524658203125,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-24,102.24258422851562,hold,0.0,信号不一致(买0/卖0/持3)
2025-03-25,101.36803436279297,hold,0.0,信号不一致(买0/卖1/持2)
2025-03-26,100.4537353515625,sell,0.7,多数表决看空(2/3票卖出)
2025-03-27,98.5058822631836,sell,0.7,多数表决看空(2/3票卖出)
2025-03-28,96.80648040771484,sell,0.8,多数表决看空(2/3票卖出)
2025-03-31,98.02885437011719,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-01,97.99903869628906,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-02,99.14192199707031,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-03,93.29833984375,hold,0.0,信号不一致(买0/卖1/持2)
2025-04-07,74.63470458984375,hold,0.0,信号不一致(买0/卖1/持2)
2025-04-08,71.83216857910156,hold,0.0,信号不一致(买0/卖1/持2)
2025-04-09,71.54396057128906,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-10,77.0098876953125,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-11,77.88444519042969,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-14,81.03480529785156,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-15,79.67329406738281,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-16,77.50679016113281,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-17,77.129150390625,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-18,78.64967346191406,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-21,80.68697357177734,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-22,79.57390594482422,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-23,83.00253295898438,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-24,80.82610321044922,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-25,84.74169158935547,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-28,82.87333679199219,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-29,82.5751953125,hold,0.0,信号不一致(买0/卖0/持3)
2025-04-30,82.97272491455078,hold,0.0,信号不一致(买0/卖0/持3)
2025-05-06,86.11314392089844,hold,0.0,信号不一致(买0/卖0/持3)
2025-05-07,86.11314392089844,hold,0.0,信号不一致(买0/卖0/持3)
2025-05-08,95.89217376708984,hold,0.0,信号不一致(买1/卖0/持2)
2025-05-09,94.212646484375,hold,0.0,信号不一致(买1/卖1/持1)
2025-05-12,96.66734313964844,hold,0.0,信号不一致(买1/卖0/持2)
2025-05-13,95.83255004882812,hold,0.0,信号不一致(买1/卖0/持2)
2025-05-14,97.78040313720703,hold,0.0,信号不一致(买1/卖0/持2)
2025-05-15,93.53685760498047,sell,0.6499999999999999,多数表决看空(2/3票卖出)
2025-05-16,97.223876953125,buy,0.4,多数表决看多(2/3票买入)
2025-05-19,94.6896743774414,sell,0.6499999999999999,多数表决看空(2/3票卖出)
2025-05-20,95.3654556274414,buy,0.4,多数表决看多(2/3票买入)
2025-05-21,95.13689422607422,buy,0.4,多数表决看多(2/3票买入)
2025-05-22,93.87474822998047,hold,0.0,信号不一致(买1/卖0/持2)
2025-05-23,91.30081176757812,sell,0.7,多数表决看空(2/3票卖出)
2025-05-26,91.78776550292969,hold,0.0,信号不一致(买0/卖1/持2)
2025-05-27,89.60140228271484,sell,0.8,多数表决看空(2/3票卖出)
2025-05-28,92.0461654663086,hold,0.0,信号不一致(买0/卖0/持3)
2025-05-29,94.3517837524414,hold,0.0,信号不一致(买0/卖0/持3)
2025-05-30,92.97039031982422,hold,0.0,信号不一致(买0/卖0/持3)
2025-06-03,91.19148254394531,hold,0.0,信号不一致(买0/卖1/持2)
2025-06-04,96.6971664428711,buy,0.575,多数表决看多(2/3票买入)
2025-06-05,102.24258422851562,buy,0.4,多数表决看多(2/3票买入)
2025-06-06,102.80905151367188,buy,0.4,多数表决看多(2/3票买入)
2025-06-09,107.8774642944336,buy,0.7,多数表决看多(2/3票买入)
2025-06-10,107.10227966308594,buy,0.4,多数表决看多(2/3票买入)
2025-06-11,107.31098937988281,buy,0.4,多数表决看多(2/3票买入)
2025-06-12,115.28129577636719,buy,0.6,多数表决看多(3/3票买入)
2025-06-13,115.92727661132812,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-06-16,119.82299041748047,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-06-17,118.62049102783203,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-06-18,124.28516387939453,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-06-19,128.0169219970703,buy,0.6,多数表决看多(3/3票买入)
2025-06-20,129.21426391601562,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-06-23,126.80958557128906,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-06-24,124.97364807128906,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-06-25,125.45259094238281,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-06-26,129.41383361816406,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-06-27,138.09461975097656,buy,0.6,多数表决看多(3/3票买入)
2025-06-30,145.53817749023438,buy,0.6,多数表决看多(3/3票买入)
2025-07-01,144.97940063476562,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-02,138.6234588623047,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-03,141.94610595703125,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-04,139.14231872558594,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-07,134.851806640625,buy,0.35,多数表决看多(2/3票买入)
2025-07-08,144.56033325195312,buy,0.5166666666666667,多数表决看多(3/3票买入)
2025-07-09,144.97940063476562,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-10,146.2665557861328,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-11,144.95945739746094,buy,0.35,多数表决看多(2/3票买入)
2025-07-14,149.48944091796875,buy,0.35,多数表决看多(2/3票买入)
2025-07-15,174.42428588867188,buy,0.7166666666666667,多数表决看多(3/3票买入)
2025-07-16,170.3832244873047,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-17,176.4597930908203,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-18,180.22146606445312,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-21,187.53529357910156,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-22,184.03305053710938,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-23,185.7692108154297,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-24,184.7913818359375,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-25,184.8113250732422,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-28,191.4466552734375,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-29,209.466796875,buy,0.6,多数表决看多(3/3票买入)
2025-07-30,210.1353302001953,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-07-31,217.12986755371094,buy,0.6,多数表决看多(3/3票买入)
2025-08-01,210.16526794433594,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-08-04,207.96014404296875,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-08-05,210.45462036132812,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-08-06,210.05551147460938,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-08-07,208.00006103515625,buy,0.35,多数表决看多(2/3票买入)
2025-08-08,208.8382110595703,buy,0.35,多数表决看多(2/3票买入)
2025-08-11,214.2761688232422,buy,0.35,多数表决看多(2/3票买入)
2025-08-12,225.1820526123047,buy,0.35,多数表决看多(2/3票买入)
2025-08-13,251.44398498535156,buy,0.7166666666666667,多数表决看多(3/3票买入)
2025-08-14,238.94161987304688,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-08-15,237.52474975585938,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-08-18,259.42633056640625,buy,0.6,多数表决看多(3/3票买入)
2025-08-19,274.8921203613281,buy,0.6,多数表决看多(3/3票买入)
2025-08-20,267.19915771484375,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-08-21,264.6347961425781,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-08-22,278.2846374511719,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-08-25,319.2939453125,buy,0.6,多数表决看多(3/3票买入)
2025-08-26,313.30718994140625,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-08-27,324.3826904296875,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-08-28,358.2378234863281,buy,0.6,多数表决看多(3/3票买入)
2025-08-29,354.13690185546875,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-09-01,405.2039794921875,buy,0.6,多数表决看多(3/3票买入)
2025-09-02,383.1527404785156,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-09-03,425.2496643066406,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-09-04,368.3255310058594,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-09-05,406.10198974609375,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-09-08,369.1736145019531,buy,0.45,多数表决看多(2/3票买入)
2025-09-09,358.49725341796875,buy,0.45,多数表决看多(2/3票买入)
2025-09-10,384.1505126953125,buy,0.35,多数表决看多(2/3票买入)
2025-09-11,438.9992370605469,buy,0.5166666666666667,多数表决看多(3/3票买入)
2025-09-12,421.1586608886719,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-09-15,407.1197204589844,buy,0.39999999999999997,多数表决看多(3/3票买入)
2025-09-16,410.51226806640625,buy,0.35,多数表决看多(2/3票买入)
2025-09-17,405.30377197265625,buy,0.35,多数表决看多(2/3票买入)
2025-09-18,408.4966735839844,buy,0.35,多数表决看多(2/3票买入)
2025-09-19,420.5699768066406,buy,0.35,多数表决看多(2/3票买入)
2025-09-22,417.0777282714844,buy,0.35,多数表决看多(2/3票买入)
2025-09-23,433.331787109375,buy,0.35,多数表决看多(2/3票买入)
2025-09-24,422.5655822753906,buy,0.35,多数表决看多(2/3票买入)
2025-09-25,433.6410827636719,buy,0.35,多数表决看多(2/3票买入)
2025-09-26,412.7872009277344,hold,0.0,信号不一致(买1/卖0/持2)
2025-09-29,415.8304748535156,hold,0.0,信号不一致(买1/卖0/持2)
2025-09-30,402.7892761230469,hold,0.0,信号不一致(买1/卖0/持2)
2025-10-09,397.9300537109375,hold,0.0,信号不一致(买1/卖0/持2)
