date,nav,cash,position_value,close,drawdown,daily_return,peak,dd,daily_ret,month
2025-04-21,2000000.0,2000000.0,0.0,41.299129486083984,0.0,0.0,2000000.0,0.0,,2025-04
2025-04-22,2000000.0,2000000.0,0.0,41.187530517578125,0.0,0.0,2000000.0,0.0,0.0,2025-04
2025-04-23,2000000.0,2000000.0,0.0,46.32583236694336,0.0,0.0,2000000.0,0.0,0.0,2025-04
2025-04-24,2000000.0,2000000.0,0.0,45.828739166259766,0.0,0.0,2000000.0,0.0,0.0,2025-04
2025-04-25,2000000.0,2000000.0,0.0,48.2685432434082,0.0,0.0,2000000.0,0.0,0.0,2025-04
2025-04-28,2000000.0,2000000.0,0.0,46.26496124267578,0.0,0.0,2000000.0,0.0,0.0,2025-04
2025-04-29,2000000.0,2000000.0,0.0,45.828739166259766,0.0,0.0,2000000.0,0.0,0.0,2025-04
2025-04-30,2000000.0,2000000.0,0.0,45.5446891784668,0.0,0.0,2000000.0,0.0,0.0,2025-04
2025-05-06,2000000.0,2000000.0,0.0,47.49247360229492,0.0,0.0,2000000.0,0.0,0.0,2025-05
2025-05-07,2000000.0,2000000.0,0.0,47.78159713745117,0.0,0.0,2000000.0,0.0,0.0,2025-05
2025-05-08,2000000.0,2000000.0,0.0,54.75608825683594,0.0,0.0,2000000.0,0.0,0.0,2025-05
2025-05-09,2000000.0,2000000.0,0.0,55.395206451416016,0.0,0.0,2000000.0,0.0,0.0,2025-05
2025-05-12,1999847.83776,1524340.83776,475507.0,57.23646926879883,0.0,-7.6081119999988e-05,2000000.0,7.6081119999988e-05,-7.608112000001555e-05,2025-05
2025-05-13,2012202.0995092676,1524340.83776,487861.2617492676,58.778465270996094,0.0,0.006177600873427152,2012202.0995092676,0.0,0.006177600873427114,2025-05
2025-05-14,2024705.9882116602,1524340.83776,500365.15045166016,60.28495788574219,0.0,0.006214032231375767,2024705.9882116602,0.0,0.006214032231375732,2025-05
2025-05-15,2012244.2416143701,1524340.83776,487903.4038543701,58.78354263305664,0.006154842564720713,-0.006154842564720713,2024705.9882116602,0.006154842564720713,-0.006154842564720764,2025-05
2025-05-16,2023653.4804296778,1524340.83776,499312.64266967773,60.15814971923828,0.000519832404364082,0.0056699075486752485,2024705.9882116602,0.000519832404364082,0.005669907548675246,2025-05
