date,action,price,shares,reason,strength,price_gain,trend,pnl,pnl_pct
2025-07-07,BUY,162.77,2200,多数表决看多(2/3票买入),0.33163641099999774,0.0670590272446814,mixed,,
2025-07-24,BUY(加码),176.89,1100,盈利+6%加仓第1次,0.5,,,,
2025-09-04,SELL(止盈),170.56,3300,"移动止盈: 峰值196.37回吐89%盈利, 触发止盈(阈值70%, 盈利2%)",,,,9432.040640000021,0.018410524849232786
2025-09-18,BUY,214.08,2800,多数表决看多(3/3票买入),0.48105305235797563,0.24665966742563916,up,,
2026-02-02,SELL,330.47,2800,多数表决看空(3/3票卖出),,,,324670.5828800001,0.5436752615844545
2026-03-05,BUY,384.87,1800,多数表决看多(3/3票买入),0.26059549048447833,0.11058882686426967,up,,
2026-03-12,SELL,340.99,1800,多数表决看空(3/3票卖出),,,,-79794.19224,-0.11401252370930443
2026-04-09,BUY,392.03,1700,多数表决看多(3/3票买入),0.23023746500671152,0.09477277666769524,up,,
