date,nav,cash,position_value,close,drawdown,peak,dd,daily_ret,month
2025-06-16,2000000.0,2000000.0,0.0,51.563499450683594,0.0,2000000.0,0.0,,2025-06
2025-06-17,2000000.0,2000000.0,0.0,51.154422760009766,0.0,2000000.0,0.0,0.0,2025-06
2025-06-18,2000000.0,2000000.0,0.0,50.89500427246094,0.0,2000000.0,0.0,0.0,2025-06
2025-06-19,2000000.0,2000000.0,0.0,50.08683395385742,0.0,2000000.0,0.0,0.0,2025-06
2025-06-20,2000000.0,2000000.0,0.0,49.82741928100586,0.0,2000000.0,0.0,0.0,2025-06
2025-06-23,2000000.0,2000000.0,0.0,50.29636001586914,0.0,2000000.0,0.0,0.0,2025-06
2025-06-24,2000000.0,2000000.0,0.0,51.563499450683594,0.0,2000000.0,0.0,0.0,2025-06
2025-06-25,2000000.0,2000000.0,0.0,52.26192092895508,0.0,2000000.0,0.0,0.0,2025-06
2025-06-26,2000000.0,2000000.0,0.0,51.154422760009766,0.0,2000000.0,0.0,0.0,2025-06
2025-06-27,2000000.0,2000000.0,0.0,51.58345413208008,0.0,2000000.0,0.0,0.0,2025-06
2025-06-30,2000000.0,2000000.0,0.0,53.09004592895508,0.0,2000000.0,0.0,0.0,2025-06
2025-07-01,2000000.0,2000000.0,0.0,53.229732513427734,0.0,2000000.0,0.0,0.0,2025-07
2025-07-02,2000000.0,2000000.0,0.0,53.46919250488281,0.0,2000000.0,0.0,0.0,2025-07
2025-07-03,2000000.0,2000000.0,0.0,53.10002517700195,0.0,2000000.0,0.0,0.0,2025-07
2025-07-04,2000000.0,2000000.0,0.0,53.20977783203125,0.0,2000000.0,0.0,0.0,2025-07
2025-07-07,2000000.0,2000000.0,0.0,56.08328628540039,0.0,2000000.0,0.0,0.0,2025-07
2025-07-08,2000000.0,2000000.0,0.0,57.98897933959961,0.0,2000000.0,0.0,0.0,2025-07
2025-07-09,2000000.0,2000000.0,0.0,57.400306701660156,0.0,2000000.0,0.0,0.0,2025-07
2025-07-10,2000000.0,2000000.0,0.0,58.298282623291016,0.0,2000000.0,0.0,0.0,2025-07
2025-07-11,1999884.98752,1640470.98752,359414.0,57.90916061401367,0.0,2000000.0,5.7506240000016986e-05,-5.7506240000004816e-05,2025-07
2025-07-14,1997466.3839433398,1640470.98752,356995.39642333984,57.57990264892578,0.0012668080283300951,2000000.0,0.0012668080283300951,-0.0012093713347283153,2025-07
2025-07-15,1997218.9458940234,1640470.98752,356747.95837402344,57.53999328613281,0.0013905270529882983,2000000.0,0.0013905270529882983,-0.0001238759517083743,2025-07
2025-07-16,1997837.5646684375,1640470.98752,357366.5771484375,57.6397705078125,0.001081217665781267,2000000.0,0.001081217665781267,0.0003097400891804991,2025-07
2025-07-17,1996662.222108623,1640470.98752,356191.23458862305,57.450199127197266,0.0016688889456884935,2000000.0,0.0016688889456884935,-0.0005883073682266815,2025-07
2025-07-18,1996291.0413835254,1640470.98752,355820.0538635254,57.39033126831055,0.0018544793082373218,2000000.0,0.0018544793082373218,-0.00018590061002188296,2025-07
2025-07-21,1996909.6365068164,1640470.98752,356438.6489868164,57.49010467529297,0.0015451817465918138,2000000.0,0.0015451817465918138,0.00030987221325329273,2025-07
2025-07-22,2001734.7494218554,1640470.98752,361263.76190185547,58.268348693847656,0.0,2001734.7494218554,0.0,0.0024162900648221353,2025-07
2025-07-23,1998518.031129619,1640470.98752,358047.04360961914,57.7495231628418,0.0016069653050512244,2001734.7494218554,0.0016069653050512244,-0.0016069653050512223,2025-07
2025-07-24,2005384.51977708,1640470.98752,364913.5322570801,58.85702133178711,0.0,2005384.51977708,0.0,0.003435790190784438,2025-07
