date,nav,cash,position_value,close,drawdown,peak,dd,daily_ret,month
2025-06-16,2000000.0,2000000.0,0.0,26.793163299560547,0.0,2000000.0,0.0,,2025-06
2025-06-17,2000000.0,2000000.0,0.0,26.73344612121582,0.0,2000000.0,0.0,0.0,2025-06
2025-06-18,2000000.0,2000000.0,0.0,26.952409744262695,0.0,2000000.0,0.0,0.0,2025-06
2025-06-19,2000000.0,2000000.0,0.0,27.12160873413086,0.0,2000000.0,0.0,0.0,2025-06
2025-06-20,2000000.0,2000000.0,0.0,27.15146827697754,0.0,2000000.0,0.0,0.0,2025-06
2025-06-23,2000000.0,2000000.0,0.0,27.47991371154785,0.0,2000000.0,0.0,0.0,2025-06
2025-06-24,2000000.0,2000000.0,0.0,28.047225952148438,0.0,2000000.0,0.0,0.0,2025-06
2025-06-25,2000000.0,2000000.0,0.0,28.37567138671875,0.0,2000000.0,0.0,0.0,2025-06
2025-06-26,2000000.0,2000000.0,0.0,27.868074417114258,0.0,2000000.0,0.0,0.0,2025-06
2025-06-27,2000000.0,2000000.0,0.0,27.828262329101562,0.0,2000000.0,0.0,0.0,2025-06
2025-06-30,2000000.0,2000000.0,0.0,28.544870376586914,0.0,2000000.0,0.0,0.0,2025-06
2025-07-01,1999884.8768,1640124.8768,359760.0,29.948226928710938,0.0,2000000.0,5.756160000001546e-05,-5.756160000003341e-05,2025-07
2025-07-02,1988754.5078424804,1640124.8768,348629.63104248047,29.05246925354004,0.005622746078759781,2000000.0,0.005622746078759781,-0.005565504838123014,2025-07
2025-07-03,1981707.8540949218,1640124.8768,341582.9772949219,28.465248107910156,0.009146072952539079,2000000.0,0.009146072952539079,-0.003543249666950188,2025-07
2025-07-04,1981588.4235529297,1640124.8768,341463.5467529297,28.45529556274414,0.009205788223535172,2000000.0,0.009205788223535172,-6.026647255064077e-05,2025-07
2025-07-07,1982066.1457208984,1640124.8768,341941.26892089844,28.495105743408203,0.008966927139550798,2000000.0,0.008966927139550798,0.0002410804192689575,2025-07
2025-07-08,1987679.5643,1640124.8768,347554.6875,28.962890625,0.006160217850000016,2000000.0,0.006160217850000016,0.0028321045648351806,2025-07
2025-07-09,1977838.5056,1977838.5056,0.0,28.206472396850586,0.0106987272188965,2000000.0,0.011080747199999984,-0.004951028765778798,2025-07
2025-07-10,1977838.5056,1977838.5056,0.0,28.286094665527344,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-07-11,1977838.5056,1977838.5056,0.0,28.40553092956543,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-07-14,1977838.5056,1977838.5056,0.0,28.286094665527344,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-07-15,1977838.5056,1977838.5056,0.0,27.878028869628906,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-07-16,1977838.5056,1977838.5056,0.0,28.17661476135254,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-07-17,1977838.5056,1977838.5056,0.0,28.366390228271484,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-07-18,1977838.5056,1977838.5056,0.0,28.955692291259766,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-07-21,1977838.5056,1977838.5056,0.0,28.42631721496582,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-07-22,1977838.5056,1977838.5056,0.0,28.246532440185547,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-07-23,1977838.5056,1977838.5056,0.0,28.246532440185547,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-07-24,1977838.5056,1977838.5056,0.0,28.55616569519043,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-07-25,1977838.5056,1977838.5056,0.0,29.365205764770508,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-07-28,1977838.5056,1977838.5056,0.0,29.215383529663086,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-07-29,1977838.5056,1977838.5056,0.0,29.14546775817871,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-07-30,1977838.5056,1977838.5056,0.0,28.92572593688965,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-07-31,1977838.5056,1977838.5056,0.0,28.356401443481445,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-07
2025-08-01,1977838.5056,1977838.5056,0.0,28.07673454284668,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-08
2025-08-04,1977838.5056,1977838.5056,0.0,27.96686363220215,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-08
2025-08-05,1977838.5056,1977838.5056,0.0,28.296472549438477,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-08
2025-08-06,1977838.5056,1977838.5056,0.0,28.775903701782227,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-08
2025-08-07,1977838.5056,1977838.5056,0.0,28.59611701965332,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-08
2025-08-08,1977838.5056,1977838.5056,0.0,28.12667465209961,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-08
2025-08-11,1977838.5056,1977838.5056,0.0,28.37637710571289,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-08
2025-08-12,1977838.5056,1977838.5056,0.0,28.855810165405273,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-08
2025-08-13,1977838.5056,1977838.5056,0.0,29.345230102539062,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-08
2025-08-14,1977838.5056,1977838.5056,0.0,28.66603660583496,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-08
2025-08-15,1977838.5056,1977838.5056,0.0,28.915739059448242,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-08
2025-08-18,1977838.5056,1977838.5056,0.0,29.934532165527344,0.011080747199999984,2000000.0,0.011080747199999984,0.0,2025-08
