date,nav,cash,position_value,drawdown,peak,dd,daily_ret,month
2024-04-19,2000000.0,2000000.0,0.0,0.0,2000000.0,0.0,,2024-04
2024-04-22,2000000.0,2000000.0,0.0,0.0,2000000.0,0.0,0.0,2024-04
2024-04-23,2000000.0,2000000.0,0.0,0.0,2000000.0,0.0,0.0,2024-04
2024-04-24,2000000.0,2000000.0,0.0,0.0,2000000.0,0.0,0.0,2024-04
2024-04-25,2000000.0,2000000.0,0.0,0.0,2000000.0,0.0,0.0,2024-04
2024-04-26,2000000.0,2000000.0,0.0,0.0,2000000.0,0.0,0.0,2024-04
2024-04-29,2000000.0,2000000.0,0.0,0.0,2000000.0,0.0,0.0,2024-04
2024-04-30,2000000.0,2000000.0,0.0,0.0,2000000.0,0.0,0.0,2024-04
2024-05-06,1999808.8601600002,1402496.8601600002,597312.0,9.55699199999217e-05,2000000.0,9.55699199999217e-05,-9.556991999992714e-05,2024-05
2024-05-07,1995159.5493689845,1402496.8601600002,592662.6892089844,0.0024202253155077343,2000000.0,0.0024202253155077343,-0.0023248775838725644,2024-05
2024-05-08,1989464.3467322658,1402496.8601600002,586967.4865722656,0.00526782663386711,2000000.0,0.00526782663386711,-0.002854509875423239,2024-05
2024-05-09,1975200.6321326564,1402496.8601600002,572703.7719726562,0.012399683933671796,2000000.0,0.012399683933671796,-0.007169625644730893,2024-05
2024-05-10,1964323.2334510158,1402496.8601600002,561826.3732910156,0.01783838327449211,2000000.0,0.01783838327449211,-0.005506984204382337,2024-05
2024-05-13,1988438.1687537502,1402496.8601600002,585941.30859375,0.005780915623124922,2000000.0,0.005780915623124922,0.012276459847378574,2024-05
2024-05-14,1991157.4497596095,1402496.8601600002,588660.5895996094,0.0044212751201952345,2000000.0,0.0044212751201952345,0.0013675461719604431,2024-05
2024-05-15,2007371.017874844,1402496.8601600002,604874.1577148438,0.0,2007371.017874844,0.0,0.00814278555279091,2024-05
2024-05-16,2054882.492484219,1402496.8601600002,652385.6323242188,0.0,2054882.492484219,0.0,0.02366850681129895,2024-05
2024-05-17,2083871.6221228908,1402496.8601600002,681374.7619628906,0.0,2083871.6221228908,0.0,0.014107439108902886,2024-05
2024-05-20,2074174.3748084377,1402496.8601600002,671677.5146484375,0.004653476352144141,2083871.6221228908,0.004653476352144141,-0.004653476352144192,2024-05
2024-05-21,2044364.181937344,1402496.8601600002,641867.3217773438,0.01895867277337348,2083871.6221228908,0.01895867277337348,-0.014372076539537315,2024-05
2024-05-22,2047442.7158728908,1402496.8601600002,644945.8557128906,0.017481358190812632,2083871.6221228908,0.017481358190812632,0.0015058637608440506,2024-05
2024-05-23,2059654.1843787502,1402496.8601600002,657157.32421875,0.011621367404326823,2083871.6221228908,0.011621367404326823,0.00596425404783707,2024-05
2024-05-24,2021018.948783047,1402496.8601600002,618522.0886230469,0.030161490118961454,2083871.6221228908,0.030161490118961454,-0.018758117692148746,2024-05
2024-05-27,1991414.035452969,1402496.8601600002,588917.1752929688,0.04436817781305217,2083871.6221228908,0.04436817781305217,-0.014648508539667371,2024-05
2024-05-28,2007935.3306189845,1402496.8601600002,605438.4704589844,0.03644000460380957,2083871.6221228908,0.03644000460380957,0.00829626329426647,2024-05
2024-05-29,2044107.6511756252,1402496.8601600002,641610.791015625,0.01908177573182608,2083871.6221228908,0.01908177573182608,0.01801468404138773,2024-05
2024-05-30,2008448.392142422,1402496.8601600002,605951.5319824219,0.036193798686904366,2083871.6221228908,0.036193798686904366,-0.017444902675597618,2024-05
2024-05-31,2013271.3352576564,1402496.8601600002,610774.4750976562,0.033879383986865824,2083871.6221228908,0.033879383986865824,0.002401327877829873,2024-05
2024-06-03,2012347.824515469,1402496.8601600002,609850.9643554688,0.03432255463729519,2083871.6221228908,0.03432255463729519,-0.00045871151394971665,2024-06
2024-06-04,1984025.6748572658,1402496.8601600002,581528.8146972656,0.04791367481836981,2083871.6221228908,0.04791367481836981,-0.0140741820639394,2024-06
2024-06-05,1977458.157767422,1402496.8601600002,574961.2976074219,0.051065268717015666,2083871.6221228908,0.051065268717015666,-0.003310197631548384,2024-06
2024-06-06,1964425.7908240627,1402496.8601600002,561928.9306640625,0.0573191889705498,2083871.6221228908,0.0573191889705498,-0.00659046407235897,2024-06
2024-06-07,1956627.0359412502,1402496.8601600002,554130.17578125,0.06106162434901506,2083871.6221228908,0.06106162434901506,-0.00396999210621285,2024-06
2024-06-11,1972789.133109219,1402496.8601600002,570292.2729492188,0.053305821641982644,2083871.6221228908,0.053305821641982644,0.008260182891827395,2024-06
2024-06-12,2026662.9001990627,1402496.8601600002,624166.0400390625,0.027453093231121505,2083871.6221228908,0.027453093231121505,0.027308426524499385,2024-06
2024-06-13,2018862.2227088283,1402496.8601600002,616365.3625488281,0.031196451222765747,2083871.6221228908,0.031196451222765747,-0.0038490256517096366,2024-06
2024-06-14,2054471.5488807033,1402496.8601600002,651974.6887207031,0.014108389849964428,2083871.6221228908,0.014108389849964428,0.017638314180794312,2024-06
2024-06-17,2048860.3916541408,1402496.8601600002,646363.5314941406,0.016801049593008616,2083871.6221228908,0.016801049593008616,-0.0027311924711829194,2024-06
2024-06-18,2054831.2412635158,1402496.8601600002,652334.3811035156,0.013935782104365363,2083871.6221228908,0.013935782104365363,0.0029142296047581784,2024-06
2024-06-19,2042889.5420447658,1402496.8601600002,640392.6818847656,0.019666317081651872,2083871.6221228908,0.019666317081651872,-0.005811523096858839,2024-06
2024-06-20,2058500.1255408595,1402496.8601600002,656003.2653808594,0.012175172555104277,2083871.6221228908,0.012175172555104277,0.007641423177715545,2024-06
2024-06-21,2053536.3926307033,1402496.8601600002,651039.5324707031,0.014557148900220765,2083871.6221228908,0.014557148900220765,-0.0024113347619311165,2024-06
2024-06-24,2029293.1919471095,1402496.8601600002,626796.3317871094,0.026190879321145933,2083871.6221228908,0.026190879321145933,-0.011805586095572806,2024-06
2024-06-25,2003971.0789100002,1402496.8601600002,601474.21875,0.03834235389773867,2083871.6221228908,0.03834235389773867,-0.012478292016942505,2024-06
2024-06-26,2020660.6846228908,1402496.8601600002,618163.8244628906,0.03033341249477042,2083871.6221228908,0.03033341249477042,0.008328266754213054,2024-06
2024-06-27,1994634.2057600003,1994634.2057600003,0.0,0.04282289533363009,2083871.6221228908,0.04282289533363009,-0.012880182734761214,2024-06
2024-06-28,1994634.2057600003,1994634.2057600003,0.0,0.04282289533363009,2083871.6221228908,0.04282289533363009,0.0,2024-06
2024-07-01,1994634.2057600003,1994634.2057600003,0.0,0.04282289533363009,2083871.6221228908,0.04282289533363009,0.0,2024-07
2024-07-02,1994634.2057600003,1994634.2057600003,0.0,0.04282289533363009,2083871.6221228908,0.04282289533363009,0.0,2024-07
2024-07-03,1994634.2057600003,1994634.2057600003,0.0,0.04282289533363009,2083871.6221228908,0.04282289533363009,0.0,2024-07
2024-07-04,1994634.2057600003,1994634.2057600003,0.0,0.04282289533363009,2083871.6221228908,0.04282289533363009,0.0,2024-07
