date,nav,cash,position_value,close,peak,drawdown,daily_return,month
2024-05-21,1860016.6684,1860016.6684,0.0,125.6110610961914,2058205.544369629,-0.09629207175725908,0.0,2024-05
2024-05-22,1860016.6684,1860016.6684,0.0,122.59520721435547,2058205.544369629,-0.09629207175725908,0.0,2024-05
2024-05-23,1860016.6684,1860016.6684,0.0,123.03413391113281,2058205.544369629,-0.09629207175725908,0.0,2024-05
2024-05-24,1860016.6684,1860016.6684,0.0,117.08736419677734,2058205.544369629,-0.09629207175725908,0.0,2024-05
2024-05-27,1860016.6684,1860016.6684,0.0,119.21121215820312,2058205.544369629,-0.09629207175725908,0.0,2024-05
2024-05-28,1860016.6684,1860016.6684,0.0,113.98656463623047,2058205.544369629,-0.09629207175725908,0.0,2024-05
2024-05-29,1860016.6684,1860016.6684,0.0,113.97948455810547,2058205.544369629,-0.09629207175725908,0.0,2024-05
2024-05-30,1860016.6684,1860016.6684,0.0,113.25029754638672,2058205.544369629,-0.09629207175725908,0.0,2024-05
2024-05-31,1860016.6684,1860016.6684,0.0,111.3388442993164,2058205.544369629,-0.09629207175725908,0.0,2024-05
2024-06-03,1860016.6684,1860016.6684,0.0,119.18289184570312,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-04,1860016.6684,1860016.6684,0.0,122.474853515625,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-05,1860016.6684,1860016.6684,0.0,118.19884490966797,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-06,1860016.6684,1860016.6684,0.0,124.64292907714844,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-07,1860016.6684,1860016.6684,0.0,118.76954650878906,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-11,1860016.6684,1860016.6684,0.0,118.27265167236328,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-12,1860016.6684,1860016.6684,0.0,118.4714126586914,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-13,1860016.6684,1860016.6684,0.0,122.93358612060547,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-14,1860016.6684,1860016.6684,0.0,137.44313049316406,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-17,1860016.6684,1860016.6684,0.0,141.62705993652344,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-18,1860016.6684,1860016.6684,0.0,145.9998016357422,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-19,1860016.6684,1860016.6684,0.0,145.0954132080078,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-20,1860016.6684,1860016.6684,0.0,143.80348205566406,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-21,1860016.6684,1860016.6684,0.0,142.114013671875,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-24,1860016.6684,1860016.6684,0.0,139.34130859375,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-25,1860016.6684,1860016.6684,0.0,134.064208984375,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-26,1860016.6684,1860016.6684,0.0,139.13259887695312,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-27,1860016.6684,1860016.6684,0.0,135.29652404785156,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-06-28,1860016.6684,1860016.6684,0.0,137.02574157714844,2058205.544369629,-0.09629207175725908,0.0,2024-06
2024-07-01,1859910.574,1528365.574,331545.0,144.00222778320312,2058205.544369629,-0.09634361879554702,-5.703948884039356e-05,2024-07
2024-07-02,1861193.570826172,1528365.574,332827.9968261719,144.70782470703125,2058205.544369629,-0.09572026179911797,0.0006898164052115963,2024-07
2024-07-03,1856370.6811166992,1528365.574,328005.1071166992,142.6109161376953,2058205.544369629,-0.0980635115890459,-0.002591288614505527,2024-07
2024-07-04,1855250.6524301758,1528365.574,326885.0784301758,142.1239471435547,2058205.544369629,-0.09860768886501689,-0.000603343231993736,2024-07
2024-07-05,1851799.1784311524,1528365.574,323433.60443115234,140.62330627441406,2058205.544369629,-0.10028462244848002,-0.001860381503977604,2024-07
2024-07-08,1858405.010340332,1528365.574,330039.43634033203,143.4954071044922,2058205.544369629,-0.09707511214118811,0.003567250696577151,2024-07
2024-07-09,1881125.371668457,1528365.574,352759.79766845703,153.3738250732422,2058205.544369629,-0.08603619458007367,0.012225731851618349,2024-07
2024-07-10,1888743.41208,1355929.41208,532814.0,156.55398559570312,2058205.544369629,-0.08233489252480393,0.004049724981799674,2024-07
2024-07-11,1873784.9082958202,1355929.41208,517855.4962158203,152.31044006347656,2058205.544369629,-0.08960263302093648,-0.007919817847415578,2024-07
2024-07-12,1863175.0572216015,1355929.41208,507245.64514160156,149.1898956298828,2058205.544369629,-0.0947575365742977,-0.00566225665883302,2024-07
2024-07-15,1861350.4417430859,1355929.41208,505421.02966308594,148.6532440185547,2058205.544369629,-0.09564404447605075,-0.0009793043715583538,2024-07
2024-07-16,1856417.235566328,1355929.41208,500487.8234863281,147.20230102539062,2058205.544369629,-0.09804089263839924,-0.0026503371241247686,2024-07
2024-07-17,1834758.2145702343,1355929.41208,478828.8024902344,140.83200073242188,2058205.544369629,-0.10856414725470497,-0.011667108331649523,2024-07
2024-07-18,1828980.2482616405,1355929.41208,473050.8361816406,139.13259887695312,2058205.544369629,-0.11137143067904506,-0.0031491704262227582,2024-07
2024-07-19,1812018.016816328,1355929.41208,456088.6047363281,134.14370727539062,2058205.544369629,-0.11961270254409952,-0.00927414687033079,2024-07
2024-07-22,1810734.0415966015,1355929.41208,454804.62951660156,133.7660675048828,2058205.544369629,-0.1202365349029419,-0.0007085885503403944,2024-07
2024-07-24,1797278.0618399999,1797278.0618399999,0.0,129.53245544433594,2058205.544369629,-0.12677425888945598,-0.007431229240455917,2024-07
2024-07-25,1797278.0618399999,1797278.0618399999,0.0,121.51244354248047,2058205.544369629,-0.12677425888945598,0.0,2024-07
2024-07-26,1797278.0618399999,1797278.0618399999,0.0,123.48018646240234,2058205.544369629,-0.12677425888945598,0.0,2024-07
2024-07-29,1797278.0618399999,1797278.0618399999,0.0,128.78709411621094,2058205.544369629,-0.12677425888945598,0.0,2024-07
2024-07-30,1797278.0618399999,1797278.0618399999,0.0,126.86906433105469,2058205.544369629,-0.12677425888945598,0.0,2024-07
2024-07-31,1797278.0618399999,1797278.0618399999,0.0,128.69764709472656,2058205.544369629,-0.12677425888945598,0.0,2024-07
2024-08-01,1797278.0618399999,1797278.0618399999,0.0,129.09518432617188,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-02,1797278.0618399999,1797278.0618399999,0.0,118.24283599853516,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-05,1797278.0618399999,1797278.0618399999,0.0,109.43772888183594,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-06,1797278.0618399999,1797278.0618399999,0.0,113.77072143554688,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-07,1797278.0618399999,1797278.0618399999,0.0,112.61790466308594,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-08,1797278.0618399999,1797278.0618399999,0.0,109.81537628173828,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-09,1797278.0618399999,1797278.0618399999,0.0,111.83279418945312,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-12,1797278.0618399999,1797278.0618399999,0.0,112.64771270751953,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-13,1797278.0618399999,1797278.0618399999,0.0,116.2154769897461,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-14,1797278.0618399999,1797278.0618399999,0.0,115.06266021728516,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-15,1797278.0618399999,1797278.0618399999,0.0,114.38687133789062,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-16,1797278.0618399999,1797278.0618399999,0.0,119.21675872802734,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-19,1797278.0618399999,1797278.0618399999,0.0,120.88636016845703,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-20,1797278.0618399999,1797278.0618399999,0.0,120.93605041503906,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-21,1797278.0618399999,1797278.0618399999,0.0,121.46276092529297,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-22,1797278.0618399999,1797278.0618399999,0.0,120.63790130615234,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-23,1797278.0618399999,1797278.0618399999,0.0,119.17700958251953,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-26,1797278.0618399999,1797278.0618399999,0.0,113.63157653808594,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-27,1797278.0618399999,1797278.0618399999,0.0,112.54833984375,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-28,1797278.0618399999,1797278.0618399999,0.0,111.86260986328125,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-29,1797278.0618399999,1797278.0618399999,0.0,105.97928619384766,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-08-30,1797278.0618399999,1797278.0618399999,0.0,108.22528839111328,2058205.544369629,-0.12677425888945598,0.0,2024-08
2024-09-02,1797278.0618399999,1797278.0618399999,0.0,103.4848403930664,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-03,1797278.0618399999,1797278.0618399999,0.0,104.65752410888672,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-04,1797278.0618399999,1797278.0618399999,0.0,101.26866149902344,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-05,1797278.0618399999,1797278.0618399999,0.0,101.04007720947266,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-06,1797278.0618399999,1797278.0618399999,0.0,98.80401611328125,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-09,1797278.0618399999,1797278.0618399999,0.0,101.36803436279297,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-10,1797278.0618399999,1797278.0618399999,0.0,105.77059936523438,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-11,1797278.0618399999,1797278.0618399999,0.0,105.52214050292969,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-12,1797278.0618399999,1797278.0618399999,0.0,107.33086395263672,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-13,1797278.0618399999,1797278.0618399999,0.0,115.22167205810547,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-18,1797278.0618399999,1797278.0618399999,0.0,112.9359130859375,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-19,1797278.0618399999,1797278.0618399999,0.0,109.34828186035156,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-20,1797278.0618399999,1797278.0618399999,0.0,108.32466888427734,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-23,1797278.0618399999,1797278.0618399999,0.0,108.22528839111328,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-24,1797278.0618399999,1797278.0618399999,0.0,121.40312957763672,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-25,1797278.0618399999,1797278.0618399999,0.0,121.23418426513672,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-26,1797278.0618399999,1797278.0618399999,0.0,128.8765411376953,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-27,1797278.0618399999,1797278.0618399999,0.0,132.7722625732422,2058205.544369629,-0.12677425888945598,0.0,2024-09
2024-09-30,1797174.54024,1473669.54024,323505.0,153.90054321289062,2058205.544369629,-0.12682455590681804,-5.7599100661054337e-05,2024-09
2024-10-08,1861494.7050349219,1473669.54024,387825.1647949219,184.67864990234375,2058205.544369629,-0.09557395269526109,0.035789603822415916,2024-10
2024-10-09,1820944.4792048438,1473669.54024,347274.93896484375,165.3690185546875,2058205.544369629,-0.11527569042549227,-0.021783691202773237,2024-10
2024-10-11,1812282.9660800002,1272328.9660800002,539954.0,158.65090942382812,2058205.544369629,-0.11948397426212744,-0.004756604731093073,2024-10
2024-10-14,1819716.4111483595,1272328.9660800002,547387.4450683594,160.99630737304688,2058205.544369629,-0.11587235972309654,0.0041017022217220145,2024-10
2024-10-15,1805524.8248446486,1272328.9660800002,533195.8587646484,156.8223114013672,2058205.544369629,-0.12276748559744521,-0.007798790084414975,2024-10
2024-10-16,1774776.5521395705,1272328.9660800002,502447.5860595703,147.77870178222656,2058205.544369629,-0.13770684517170748,-0.017030102428928773,2024-10
2024-10-17,1780858.638321211,1272328.9660800002,508529.67224121094,149.5675506591797,2058205.544369629,-0.13475180202828646,0.003426958832822402,2024-10
2024-10-18,1839989.9798739455,1272328.9660800002,567661.0137939453,166.95912170410156,2058205.544369629,-0.10602224111805936,0.03320383790174186,2024-10
2024-10-21,1829751.8481600783,1272328.9660800002,557422.8820800781,163.94790649414062,2058205.544369629,-0.11099654105708845,-0.005564232319661078,2024-10
2024-10-22,1846747.9052889845,1272328.9660800002,574418.9392089844,168.94674682617188,2058205.544369629,-0.10273883464122527,0.009288722482230005,2024-10
2024-10-23,1799983.378921797,1272328.9660800002,527654.4128417969,155.19247436523438,2058205.544369629,-0.12545985319795555,-0.025322636746063942,2024-10
2024-10-24,1803159.6209872267,1272328.9660800002,530830.6549072266,156.1266632080078,2058205.544369629,-0.12391664383574268,0.0017645952193916514,2024-10
2024-10-25,1800659.2181551955,1272328.9660800002,528330.2520751953,155.39125061035156,2058205.544369629,-0.1251314898645425,-0.0013866785851506247,2024-10
2024-10-28,1780993.7854159377,1272328.9660800002,508664.8193359375,149.6072998046875,2058205.544369629,-0.13468613944415037,-0.010921240699506396,2024-10
2024-10-29,1757104.7595370314,1272328.9660800002,484775.79345703125,142.58111572265625,2058205.544369629,-0.14629286450825119,-0.01341331231727294,2024-10
2024-10-30,1749603.4991610548,1272328.9660800002,477274.5330810547,140.37486267089844,2058205.544369629,-0.14993742780101696,-0.0042691025308889685,2024-10
2024-10-31,1755584.2120516798,1272328.9660800002,483255.2459716797,142.13389587402344,2058205.544369629,-0.14703163789728957,0.0034183247195680444,2024-10
2024-11-01,1747846.431289961,1272328.9660800002,475517.46520996094,139.8580780029297,2058205.544369629,-0.1507911170138851,-0.0044075246909836,2024-11
2024-11-04,1756023.4271395705,1272328.9660800002,483694.4610595703,142.26307678222656,2058205.544369629,-0.14681824080043882,0.004678326255227461,2024-11
2024-11-05,1773391.1517489455,1272328.9660800002,501062.1856689453,147.37123107910156,2058205.544369629,-0.1383799559766098,0.009890371814495591,2024-11
2024-11-06,1755178.7188876173,1272328.9660800002,482849.7528076172,142.01463317871094,2058205.544369629,-0.14722865085606415,-0.010269834065297245,2024-11
2024-11-07,1762544.7802889845,1272328.9660800002,490215.8142089844,144.18112182617188,2058205.544369629,-0.14364977535380075,0.004196758610448326,2024-11
2024-11-08,1752847.2888339064,1272328.9660800002,480518.32275390625,141.32891845703125,2058205.544369629,-0.14836139974991916,-0.005501983021099832,2024-11
2024-11-11,1761936.5405428908,1272328.9660800002,489607.5744628906,144.00222778320312,2058205.544369629,-0.1439452947919626,0.005185421323857131,2024-11
2024-11-12,1770721.8280184767,1272328.9660800002,498392.86193847656,146.5861358642578,2058205.544369629,-0.13967687393398817,0.004986154310006485,2024-11
2024-11-13,1800456.4715731642,1272328.9660800002,528127.5054931641,155.3316192626953,2058205.544369629,-0.1252299963439298,0.016792385503013874,2024-11
2024-11-14,1775148.271499922,1272328.9660800002,502819.3054199219,147.88803100585938,2058205.544369629,-0.13752624155737536,-0.014056546477421272,2024-11
2024-11-15,1747069.2706454298,1272328.9660800002,474740.3045654297,139.62950134277344,2058205.544369629,-0.15116870838062552,-0.015817834096059302,2024-11
2024-11-19,1717344.7688000002,1717344.7688000002,0.0,133.96481323242188,2058205.544369629,-0.16561065851857126,-0.017013922884951405,2024-11
2024-11-20,1717344.7688000002,1717344.7688000002,0.0,137.2841339111328,2058205.544369629,-0.16561065851857126,0.0,2024-11
2024-11-21,1717344.7688000002,1717344.7688000002,0.0,132.9710235595703,2058205.544369629,-0.16561065851857126,0.0,2024-11
2024-11-22,1717344.7688000002,1717344.7688000002,0.0,131.46043395996094,2058205.544369629,-0.16561065851857126,0.0,2024-11
2024-11-25,1717344.7688000002,1717344.7688000002,0.0,124.22553253173828,2058205.544369629,-0.16561065851857126,0.0,2024-11
2024-11-26,1717344.7688000002,1717344.7688000002,0.0,126.25289154052734,2058205.544369629,-0.16561065851857126,0.0,2024-11
2024-11-27,1717344.7688000002,1717344.7688000002,0.0,127.89268493652344,2058205.544369629,-0.16561065851857126,0.0,2024-11
2024-11-28,1717344.7688000002,1717344.7688000002,0.0,124.01683807373047,2058205.544369629,-0.16561065851857126,0.0,2024-11
2024-11-29,1717344.7688000002,1717344.7688000002,0.0,125.94482421875,2058205.544369629,-0.16561065851857126,0.0,2024-11
2024-12-02,1717344.7688000002,1717344.7688000002,0.0,131.2119903564453,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-03,1717344.7688000002,1717344.7688000002,0.0,129.19454956054688,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-04,1717344.7688000002,1717344.7688000002,0.0,127.2268295288086,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-05,1717344.7688000002,1717344.7688000002,0.0,131.0231475830078,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-06,1717344.7688000002,1717344.7688000002,0.0,130.6951904296875,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-09,1717344.7688000002,1717344.7688000002,0.0,124.32492065429688,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-10,1717344.7688000002,1717344.7688000002,0.0,122.38700866699219,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-11,1717344.7688000002,1717344.7688000002,0.0,124.35472869873047,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-12,1717344.7688000002,1717344.7688000002,0.0,129.36351013183594,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-13,1717344.7688000002,1717344.7688000002,0.0,126.3125228881836,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-16,1717344.7688000002,1717344.7688000002,0.0,122.03916931152344,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-17,1717344.7688000002,1717344.7688000002,0.0,125.20939636230469,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-18,1717344.7688000002,1717344.7688000002,0.0,122.6652603149414,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-19,1717344.7688000002,1717344.7688000002,0.0,126.25289154052734,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-20,1717344.7688000002,1717344.7688000002,0.0,126.3125228881836,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-23,1717344.7688000002,1717344.7688000002,0.0,131.7685089111328,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-24,1717344.7688000002,1717344.7688000002,0.0,130.7946014404297,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-25,1717344.7688000002,1717344.7688000002,0.0,134.15365600585938,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-26,1717344.7688000002,1717344.7688000002,0.0,139.9276580810547,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-27,1717344.7688000002,1717344.7688000002,0.0,136.0021209716797,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-30,1717344.7688000002,1717344.7688000002,0.0,130.3672332763672,2058205.544369629,-0.16561065851857126,0.0,2024-12
2024-12-31,1717344.7688000002,1717344.7688000002,0.0,122.7447738647461,2058205.544369629,-0.16561065851857126,0.0,2024-12
2025-01-02,1717344.7688000002,1717344.7688000002,0.0,121.35344696044922,2058205.544369629,-0.16561065851857126,0.0,2025-01
2025-01-03,1717344.7688000002,1717344.7688000002,0.0,122.24786376953125,2058205.544369629,-0.16561065851857126,0.0,2025-01
2025-01-06,1717344.7688000002,1717344.7688000002,0.0,124.7125015258789,2058205.544369629,-0.16561065851857126,0.0,2025-01
2025-01-07,1717344.7688000002,1717344.7688000002,0.0,127.5547866821289,2058205.544369629,-0.16561065851857126,0.0,2025-01
2025-01-08,1717344.7688000002,1717344.7688000002,0.0,123.45037841796875,2058205.544369629,-0.16561065851857126,0.0,2025-01
2025-01-09,1717344.7688000002,1717344.7688000002,0.0,120.75716400146484,2058205.544369629,-0.16561065851857126,0.0,2025-01
2025-01-10,1717344.7688000002,1717344.7688000002,0.0,112.4290771484375,2058205.544369629,-0.16561065851857126,0.0,2025-01
2025-01-13,1717344.7688000002,1717344.7688000002,0.0,110.11351013183594,2058205.544369629,-0.16561065851857126,0.0,2025-01
2025-01-14,1717344.7688000002,1717344.7688000002,0.0,113.64152526855469,2058205.544369629,-0.16561065851857126,0.0,2025-01
2025-01-15,1717344.7688000002,1717344.7688000002,0.0,109.85513305664062,2058205.544369629,-0.16561065851857126,0.0,2025-01
2025-01-16,1717344.7688000002,1717344.7688000002,0.0,118.74967193603516,2058205.544369629,-0.16561065851857126,0.0,2025-01
2025-01-17,1717344.7688000002,1717344.7688000002,0.0,116.17572021484375,2058205.544369629,-0.16561065851857126,0.0,2025-01
2025-01-20,1717344.7688000002,1717344.7688000002,0.0,118.42172241210938,2058205.544369629,-0.16561065851857126,0.0,2025-01
2025-01-21,1717344.7688000002,1717344.7688000002,0.0,118.81924438476562,2058205.544369629,-0.16561065851857126,0.0,2025-01
2025-01-22,1717248.12464,1415235.12464,302013.0,131.1821746826172,2058205.544369629,-0.16565761406208562,-5.627533955665509e-05,2025-01
2025-01-23,1706559.0687600002,1706559.0687600002,0.0,126.95849609375,2058205.544369629,-0.1708510000721664,-0.006224526162892596,2025-01
2025-01-24,1706559.0687600002,1706559.0687600002,0.0,127.45540618896484,2058205.544369629,-0.1708510000721664,0.0,2025-01
2025-01-27,1706559.0687600002,1706559.0687600002,0.0,114.10861206054688,2058205.544369629,-0.1708510000721664,0.0,2025-01
2025-02-05,1706559.0687600002,1706559.0687600002,0.0,97.64127349853516,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-06,1706559.0687600002,1706559.0687600002,0.0,100.37423706054688,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-07,1706559.0687600002,1706559.0687600002,0.0,107.11222076416016,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-10,1706559.0687600002,1706559.0687600002,0.0,109.93463134765625,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-11,1706559.0687600002,1706559.0687600002,0.0,110.8091812133789,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-12,1706559.0687600002,1706559.0687600002,0.0,111.20670318603516,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-13,1706559.0687600002,1706559.0687600002,0.0,107.45012664794922,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-14,1706559.0687600002,1706559.0687600002,0.0,106.76438903808594,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-17,1706559.0687600002,1706559.0687600002,0.0,114.84402465820312,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-18,1706559.0687600002,1706559.0687600002,0.0,112.88622283935547,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-19,1706559.0687600002,1706559.0687600002,0.0,113.5322036743164,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-20,1706559.0687600002,1706559.0687600002,0.0,113.73096466064453,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-21,1706559.0687600002,1706559.0687600002,0.0,117.99439239501953,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-24,1706559.0687600002,1706559.0687600002,0.0,113.79058837890625,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-25,1706559.0687600002,1706559.0687600002,0.0,110.66011047363281,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-26,1706559.0687600002,1706559.0687600002,0.0,111.52471160888672,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-27,1706559.0687600002,1706559.0687600002,0.0,107.50975036621094,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-02-28,1706559.0687600002,1706559.0687600002,0.0,100.24504089355469,2058205.544369629,-0.1708510000721664,0.0,2025-02
2025-03-03,1706559.0687600002,1706559.0687600002,0.0,102.13327026367188,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-04,1706559.0687600002,1706559.0687600002,0.0,101.82518768310547,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-05,1706559.0687600002,1706559.0687600002,0.0,102.8189926147461,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-06,1706559.0687600002,1706559.0687600002,0.0,104.51839447021484,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-07,1706559.0687600002,1706559.0687600002,0.0,101.6065444946289,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-10,1706559.0687600002,1706559.0687600002,0.0,101.74568176269531,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-11,1706559.0687600002,1706559.0687600002,0.0,101.14939880371094,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-12,1706559.0687600002,1706559.0687600002,0.0,101.7258071899414,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-13,1706559.0687600002,1706559.0687600002,0.0,101.8550033569336,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-14,1706559.0687600002,1706559.0687600002,0.0,103.345703125,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-17,1706559.0687600002,1706559.0687600002,0.0,103.61404418945312,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-18,1706559.0687600002,1706559.0687600002,0.0,108.18553924560547,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-19,1706559.0687600002,1706559.0687600002,0.0,104.32958221435547,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-20,1706559.0687600002,1706559.0687600002,0.0,104.34944915771484,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-21,1706559.0687600002,1706559.0687600002,0.0,101.81524658203125,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-24,1706559.0687600002,1706559.0687600002,0.0,102.24258422851562,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-25,1706559.0687600002,1706559.0687600002,0.0,101.36803436279297,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-26,1706559.0687600002,1706559.0687600002,0.0,100.4537353515625,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-27,1706559.0687600002,1706559.0687600002,0.0,98.5058822631836,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-28,1706559.0687600002,1706559.0687600002,0.0,96.80648040771484,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-03-31,1706559.0687600002,1706559.0687600002,0.0,98.02885437011719,2058205.544369629,-0.1708510000721664,0.0,2025-03
2025-04-01,1706559.0687600002,1706559.0687600002,0.0,97.99903869628906,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-02,1706559.0687600002,1706559.0687600002,0.0,99.14192199707031,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-03,1706559.0687600002,1706559.0687600002,0.0,93.29833984375,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-07,1706559.0687600002,1706559.0687600002,0.0,74.63470458984375,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-08,1706559.0687600002,1706559.0687600002,0.0,71.83216857910156,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-09,1706559.0687600002,1706559.0687600002,0.0,71.54396057128906,2058205.544369629,-0.1708510000721664,0.0,2025-04
