date,open,close,high,low,volume
2024-01-02,23.85,23.45,24.67,23.36,30648400.0
2024-01-03,23.21,22.71,23.33,22.17,39925600.0
2024-01-04,22.8,23.25,23.43,22.39,36782400.0
2024-01-05,23.1,21.79,23.1,21.65,38278500.0
2024-01-08,21.74,21.41,22.25,21.2,28253000.0
2024-01-09,22.06,22.1,22.59,21.83,39483200.0
2024-01-10,21.94,21.63,22.29,21.33,27496800.0
2024-01-11,21.48,22.4,22.73,21.48,35535100.0
2024-01-12,22.41,21.53,22.42,21.23,30612900.0
2024-01-15,21.24,22.88,23.24,21.23,56014400.0
2024-01-16,22.67,23.36,23.36,22.34,34256000.0
2024-01-17,23.52,23.6,24.48,23.4,49750800.0
2024-01-18,23.39,25.78,25.9,22.85,69556300.0
2024-01-19,25.55,25.02,25.9,24.98,46194600.0
2024-01-22,26.02,25.77,26.78,25.47,68893100.0
2024-01-23,25.56,26.93,27.36,25.51,60203600.0
2024-01-24,26.76,26.3,26.89,24.74,61984700.0
2024-01-25,25.61,26.83,27.29,25.3,61852800.0
2024-01-26,26.07,25.51,26.57,25.15,41924300.0
2024-01-29,25.09,21.78,25.09,20.92,59997000.0
2024-01-30,21.52,20.91,22.54,20.53,44558200.0
2024-01-31,20.4,20.61,21.87,20.16,44891200.0
2024-02-01,20.3,22.18,23.16,20.01,59958800.0
2024-02-02,22.17,22.19,23.26,21.61,48733800.0
2024-02-05,21.94,22.61,23.72,21.29,56998300.0
2024-02-06,21.63,25.41,25.7,21.53,59951200.0
2024-02-07,25.15,25.86,26.04,24.95,46911800.0
2024-02-08,26.63,26.99,28.86,26.35,57582500.0
2024-02-19,29.05,32.59,32.59,28.17,78938000.0
2024-02-20,31.12,31.12,32.55,30.61,63236100.0
2024-02-21,30.09,29.34,30.39,29.22,54991800.0
2024-02-22,30.61,29.62,30.76,28.49,56803000.0
2024-02-23,30.35,29.57,31.01,29.23,56130900.0
2024-02-26,28.63,29.96,30.96,28.6,46983900.0
2024-02-27,29.42,31.49,32.14,29.14,63561700.0
2024-02-28,30.92,28.54,31.42,28.54,57189100.0
2024-02-29,28.73,29.61,30.11,28.7,41371500.0
2024-03-01,29.74,32.04,32.68,29.73,72129800.0
2024-03-04,32.7,34.41,35.4,31.69,64183700.0
2024-03-05,33.82,34.02,36.71,33.6,69032100.0
2024-03-06,34.12,33.62,34.53,33.01,39358000.0
2024-03-07,34.13,32.36,34.5,32.33,42392800.0
2024-03-08,33.06,34.08,34.34,32.18,49619600.0
2024-03-11,32.33,33.62,33.97,32.02,46968800.0
2024-03-12,33.16,33.24,34.79,32.35,45578600.0
2024-03-13,34.28,32.92,34.46,32.71,42656400.0
