date,open,close,high,low,volume
2024-01-02,58.74,57.81,58.86,57.43,3616700.0
2024-01-03,57.97,57.57,58.82,56.81,2870100.0
2024-01-04,57.75,57.45,57.8,56.64,2451500.0
2024-01-05,57.46,56.76,58.21,56.47,2929500.0
2024-01-08,56.27,57.91,58.67,55.97,3759200.0
2024-01-09,57.42,57.1,59.27,54.87,3846400.0
2024-01-10,56.31,56.16,58.24,55.64,3533300.0
2024-01-11,55.79,56.39,57.32,55.52,3617600.0
2024-01-12,55.88,57.65,60.12,55.79,5539400.0
2024-01-15,56.98,54.87,57.27,54.87,3747300.0
2024-01-16,55.2,54.69,56.17,53.58,3136000.0
2024-01-17,54.69,52.25,54.69,52.23,2476000.0
2024-01-18,51.83,53.37,53.53,51.57,3628200.0
2024-01-19,53.28,52.42,54.13,52.42,2106100.0
2024-01-22,51.87,49.37,52.22,48.93,3051200.0
2024-01-23,49.47,50.56,51.67,49.0,2986700.0
2024-01-24,50.39,50.23,50.91,48.68,2089600.0
2024-01-25,50.17,50.87,51.17,49.45,2171200.0
2024-01-26,50.73,49.21,51.26,49.14,2494200.0
2024-01-29,48.97,45.06,49.37,45.06,4974500.0
2024-01-30,45.03,43.22,45.69,43.19,3324400.0
2024-01-31,43.42,40.84,43.81,40.84,3527700.0
2024-02-01,40.87,41.56,42.75,40.87,3584900.0
2024-02-02,41.5,39.08,42.16,37.7,3995500.0
2024-02-05,39.04,37.08,39.48,35.58,5256600.0
2024-02-06,36.85,40.22,40.59,36.47,4417400.0
2024-02-07,39.97,42.87,44.32,39.97,6023300.0
2024-02-08,43.22,43.04,45.15,42.75,5859100.0
2024-02-19,43.37,42.93,43.82,42.32,3707400.0
2024-02-20,42.87,43.11,43.17,42.07,2806900.0
2024-02-21,42.66,42.89,44.56,42.12,5049500.0
2024-02-22,42.9,43.27,44.33,42.53,3571900.0
2024-02-23,43.27,44.22,44.6,43.15,4130900.0
2024-02-26,45.17,45.07,45.64,44.31,4732200.0
2024-02-27,44.77,46.53,46.53,44.34,4111100.0
2024-02-28,46.55,44.28,48.32,44.25,6369000.0
2024-02-29,44.14,46.26,46.27,43.82,4180600.0
2024-03-01,46.37,46.38,46.83,45.55,3532100.0
2024-03-04,46.51,46.19,46.77,45.58,2789700.0
2024-03-05,45.72,45.74,45.93,45.1,3080800.0
2024-03-06,45.26,46.28,47.67,45.01,4707200.0
2024-03-07,46.62,44.58,46.62,44.55,3492900.0
2024-03-08,44.72,45.83,46.21,44.67,3398300.0
2024-03-11,46.06,47.47,47.69,45.96,4193000.0
2024-03-12,47.35,47.12,47.56,46.76,3157100.0
2024-03-13,47.04,46.88,47.3,46.69,2275600.0
2024-03-14,46.67,46.07,47.35,45.54,2345200.0
2024-03-15,45.97,46.18,46.37,45.49,2406700.0
2024-03-18,46.26,47.58,47.67,45.95,3471000.0
2024-03-19,47.34,46.51,47.85,46.48,2592000.0
2024-03-20,46.27,46.86,47.58,46.27,2341900.0
2024-03-21,46.76,45.92,46.95,45.79,2213500.0
2024-03-22,45.75,44.87,46.03,44.87,2398700.0
2024-03-25,44.54,44.05,45.53,43.77,3145300.0
2024-03-26,43.78,44.38,45.0,43.77,2980500.0
2024-03-27,44.45,43.04,44.7,43.04,3032400.0
2024-03-28,43.21,43.19,43.84,42.86,2367800.0
2024-03-29,42.88,43.15,43.76,42.49,1933100.0
2024-04-01,43.42,44.88,45.26,43.23,2713300.0
2024-04-02,44.89,43.97,45.1,43.82,2313300.0
2024-04-03,43.94,43.23,44.12,42.97,1386800.0
