date,open,close,high,low,volume
2024-01-02,31.38,31.07,32.24,30.71,8343000.0
2024-01-03,30.73,30.4,31.1,29.89,10835000.0
2024-01-04,30.34,30.08,30.62,29.61,7915600.0
2024-01-05,30.05,28.97,30.19,28.71,8471900.0
2024-01-08,29.07,28.8,29.74,28.48,9225700.0
2024-01-09,29.79,29.42,30.26,29.06,12766600.0
2024-01-10,29.1,28.6,29.61,28.34,8575300.0
2024-01-11,28.59,29.61,30.28,28.55,11329000.0
2024-01-12,29.18,28.5,29.43,28.43,8563900.0
2024-01-15,28.17,28.81,29.26,27.83,7764100.0
2024-01-16,28.52,28.61,28.95,28.13,6603800.0
2024-01-17,29.08,29.12,30.26,28.95,15302800.0
2024-01-18,28.47,32.16,32.51,27.98,22280100.0
2024-01-19,32.62,31.65,32.85,31.54,14760100.0
2024-01-22,33.58,32.57,34.29,32.22,21553300.0
2024-01-23,32.89,33.98,35.08,32.72,18611300.0
2024-01-24,33.98,33.45,34.27,31.86,16490300.0
2024-01-25,33.21,34.34,35.02,32.97,15585600.0
2024-01-26,33.57,32.6,33.57,32.42,11447900.0
2024-01-29,32.13,29.12,32.16,27.26,16085500.0
2024-01-30,28.98,29.17,30.05,28.98,10323700.0
2024-01-31,28.7,29.56,30.7,28.09,13438600.0
2024-02-01,29.17,34.11,35.8,28.92,23421900.0
2024-02-02,34.17,34.35,35.07,32.97,16652100.0
2024-02-05,33.95,35.95,39.77,33.62,22033500.0
2024-02-06,34.71,40.0,40.0,34.59,21076300.0
2024-02-07,39.43,39.34,40.17,37.99,20376500.0
2024-02-08,40.51,37.92,42.92,37.3,24759800.0
2024-02-19,40.36,45.85,45.85,39.16,25018200.0
2024-02-20,44.66,45.15,46.74,44.03,21450900.0
2024-02-21,43.82,43.09,43.96,42.01,22252600.0
2024-02-22,44.71,43.33,45.28,41.36,23620000.0
2024-02-23,43.86,41.79,44.65,41.51,22287000.0
2024-02-26,40.18,41.63,42.76,39.81,16509400.0
2024-02-27,41.26,46.74,48.4,40.65,27902700.0
2024-02-28,46.19,43.71,46.95,43.47,21659800.0
2024-02-29,44.19,47.83,47.83,43.82,25272300.0
2024-03-01,47.47,48.15,49.28,46.26,23943800.0
2024-03-04,48.31,49.91,52.12,47.47,20369400.0
2024-03-05,49.29,47.69,52.21,47.42,24621200.0
2024-03-06,47.47,47.66,48.2,46.09,16071800.0
2024-03-07,47.85,46.8,49.28,46.45,13207000.0
2024-03-08,47.82,50.34,51.11,47.18,19078800.0
2024-03-11,47.79,48.85,48.91,46.59,17170300.0
2024-03-12,48.74,47.28,49.62,46.01,17212900.0
