date,open,close,high,low,volume
2024-01-02,54.16,52.29,54.17,52.29,6152900.0
2024-01-03,51.94,50.31,52.23,49.83,8828600.0
2024-01-04,50.43,48.68,50.43,48.38,9049200.0
2024-01-05,48.72,47.44,48.99,47.1,6607900.0
2024-01-08,47.96,46.29,47.96,46.0,8000200.0
2024-01-09,46.69,46.33,47.31,45.83,6724200.0
2024-01-10,46.02,45.48,46.49,45.14,5901800.0
2024-01-11,45.34,46.2,46.45,45.23,5987300.0
2024-01-12,46.0,45.33,46.0,45.17,4504100.0
2024-01-15,45.11,45.12,45.91,44.93,4672000.0
2024-01-16,44.81,44.43,45.05,43.66,6731100.0
2024-01-17,44.33,42.79,44.33,42.74,5680500.0
2024-01-18,42.43,43.08,43.38,41.43,8462900.0
2024-01-19,43.21,42.79,43.74,42.75,5221500.0
2024-01-22,42.57,40.38,42.88,39.86,9338300.0
2024-01-23,40.32,41.73,42.08,39.96,8240100.0
2024-01-24,41.95,41.73,42.23,39.74,8438400.0
2024-01-25,41.77,43.63,43.91,40.81,10444600.0
2024-01-26,43.21,41.88,43.39,41.78,8245800.0
2024-01-29,41.87,40.23,42.78,40.08,7892700.0
2024-01-30,40.03,38.61,40.57,38.51,5947900.0
2024-01-31,38.5,37.28,39.1,37.15,7006500.0
2024-02-01,37.44,37.54,38.8,36.58,6776400.0
2024-02-02,37.73,35.36,38.07,33.86,8813000.0
2024-02-05,35.0,32.75,35.13,31.67,12124800.0
2024-02-06,32.12,36.18,36.18,32.12,12476000.0
2024-02-07,36.56,39.42,39.93,36.33,20480900.0
2024-02-08,39.93,41.88,42.74,39.52,14410000.0
2024-02-19,43.63,43.48,43.92,41.68,14386400.0
2024-02-20,42.77,43.24,43.6,42.21,8014400.0
2024-02-21,42.91,43.49,45.34,42.66,9786900.0
2024-02-22,43.87,45.36,45.86,43.86,10912800.0
2024-02-23,46.13,44.99,46.13,44.43,8526900.0
2024-02-26,45.07,45.31,46.03,44.75,7515000.0
2024-02-27,44.92,46.73,46.73,44.59,9046400.0
2024-02-28,46.43,44.29,47.94,44.03,11368800.0
2024-02-29,43.77,48.88,48.88,43.71,16853600.0
2024-03-01,49.63,48.7,49.83,48.34,12702200.0
2024-03-04,49.13,51.86,52.71,48.81,18989200.0
2024-03-05,51.14,51.61,53.55,50.72,15579100.0
2024-03-06,51.23,50.88,51.9,49.54,9307300.0
2024-03-07,51.32,50.83,53.31,50.61,12860400.0
2024-03-08,51.03,54.49,54.9,50.99,15970400.0
2024-03-11,53.56,54.18,54.24,52.61,11687200.0
2024-03-12,53.94,53.37,56.07,53.03,11680500.0
2024-03-13,54.13,52.66,54.53,52.54,10007600.0
2024-03-14,51.93,52.66,53.5,51.72,9355200.0
2024-03-15,52.43,52.88,52.88,51.42,6801800.0
2024-03-18,52.91,54.75,54.78,52.7,9287100.0
2024-03-19,54.4,53.31,54.4,53.15,8350100.0
2024-03-20,53.41,53.91,54.71,52.69,8312200.0
2024-03-21,55.43,55.84,57.78,54.81,19505700.0
2024-03-22,56.91,57.13,57.77,56.23,16757200.0
2024-03-25,56.43,53.69,56.43,53.69,14733000.0
2024-03-26,54.29,52.93,55.31,52.83,10249600.0
2024-03-27,52.93,50.73,53.92,50.68,8789500.0
2024-03-28,50.74,51.82,53.02,50.58,7474600.0
2024-03-29,51.5,54.25,54.9,50.95,8420900.0
2024-04-01,53.91,54.48,54.88,53.73,5900800.0
2024-04-02,55.01,54.56,55.56,53.63,7590600.0
2024-04-03,54.05,53.39,54.88,52.23,6959200.0
2024-04-08,52.88,52.11,53.81,52.11,4572000.0
2024-04-09,51.96,53.13,53.16,51.71,4643200.0
2024-04-10,53.45,51.13,53.73,50.75,6487700.0
2024-04-11,50.76,51.23,52.36,50.75,4364800.0
2024-04-12,51.66,52.13,53.91,51.66,6226300.0
2024-04-15,52.13,52.48,53.07,51.36,5057200.0
2024-04-16,51.83,49.25,52.39,49.11,6260600.0
2024-04-17,50.23,54.33,54.33,50.23,8358200.0
2024-04-18,54.3,55.99,57.42,53.48,14016700.0
2024-04-19,55.12,56.1,57.06,55.12,8614700.0
2024-04-22,53.81,55.86,56.41,53.68,6168700.0
2024-04-23,55.81,56.83,57.15,54.47,8412600.0
2024-04-24,56.84,58.06,58.43,56.76,9078400.0
2024-04-25,58.42,59.13,60.21,57.68,10807500.0
2024-04-26,59.43,58.56,59.92,57.43,13769000.0
2024-04-29,59.02,62.68,62.93,58.35,14159600.0
2024-04-30,61.83,62.62,63.93,61.73,9683400.0
2024-05-06,64.03,61.36,64.05,61.1,10451000.0
2024-05-07,61.45,59.75,61.68,59.28,12464400.0
2024-05-08,59.67,59.04,59.76,58.44,7036200.0
2024-05-09,58.94,58.95,59.6,58.11,8131500.0
2024-05-10,58.8,57.76,58.93,56.69,9385300.0
2024-05-13,56.89,57.91,59.54,56.69,8994200.0
2024-05-14,58.17,56.99,58.67,56.94,5682400.0
2024-05-15,56.99,57.26,58.54,56.03,6501000.0
2024-05-16,58.07,57.31,58.66,56.62,6154800.0
2024-05-17,56.83,57.89,57.92,56.35,4553700.0
2024-05-20,58.37,60.18,60.43,57.76,8935600.0
2024-05-21,60.19,59.43,60.69,58.93,6541500.0
2024-05-22,59.43,57.54,59.48,56.73,6725500.0
2024-05-23,57.24,56.13,58.33,56.09,6837800.0
2024-05-24,56.03,54.92,56.53,54.85,5075400.0
2024-05-27,55.42,59.78,60.57,54.39,17183200.0
2024-05-28,58.98,59.11,61.54,58.41,18443300.0
2024-05-29,58.48,58.26,59.81,57.75,8090900.0
2024-05-30,57.25,58.24,59.32,57.11,9234000.0
2024-05-31,58.34,57.94,59.47,57.69,6982900.0
2024-06-03,58.41,59.62,60.37,57.99,10295900.0
2024-06-04,59.22,60.58,60.68,58.82,9764300.0
2024-06-05,60.19,59.98,61.03,59.63,7527800.0
2024-06-06,60.79,59.67,61.25,58.83,10008500.0
2024-06-07,59.61,58.36,60.89,58.19,8738500.0
2024-06-11,57.8,59.89,60.29,57.2,12474600.0
2024-06-12,59.28,60.69,61.24,59.0,11888200.0
2024-06-13,60.64,62.19,64.12,60.61,17534000.0
2024-06-14,61.85,62.8,63.88,61.37,12405400.0
2024-06-17,62.6,63.87,64.29,62.39,9778600.0
2024-06-18,63.59,63.39,64.02,62.54,9618500.0
2024-06-19,63.39,62.33,63.58,61.07,12431300.0
2024-06-20,61.99,62.63,65.0,61.65,13841800.0
2024-06-21,61.01,63.98,64.1,60.69,10634400.0
2024-06-24,63.45,62.88,64.99,62.84,10464800.0
2024-06-25,62.88,60.39,63.28,59.59,12822600.0
2024-06-26,60.75,61.23,61.44,59.39,7764700.0
2024-06-27,60.59,61.26,62.62,60.39,8102600.0
2024-06-28,60.88,61.7,62.47,60.8,7196500.0
2024-07-01,61.58,64.3,65.55,61.34,11186700.0
2024-07-02,64.3,62.87,64.57,62.47,7671200.0
2024-07-03,62.81,64.98,65.54,61.69,11590200.0
2024-07-04,64.79,64.11,65.39,64.09,6933700.0
2024-07-05,63.99,63.5,64.27,61.39,6818000.0
2024-07-08,63.96,63.39,65.44,62.8,8769200.0
2024-07-09,63.38,66.27,66.31,62.42,13831100.0
2024-07-10,66.2,65.39,66.2,64.88,10258000.0
2024-07-11,66.19,66.76,67.49,64.22,13030900.0
2024-07-12,65.52,68.01,68.67,65.19,12107700.0
2024-07-15,68.28,67.23,69.48,66.87,9376200.0
2024-07-16,67.19,68.6,68.86,66.2,9639700.0
2024-07-17,68.14,64.69,68.78,64.3,13716100.0
2024-07-18,63.29,64.99,65.74,62.29,12800700.0
2024-07-19,64.69,64.51,66.56,64.29,9732000.0
2024-07-22,64.39,64.45,65.51,64.29,7479800.0
2024-07-23,64.39,60.64,64.45,60.59,11585400.0
2024-07-24,60.64,58.02,61.18,57.75,11981700.0
2024-07-25,57.79,56.29,58.21,55.93,10427200.0
2024-07-26,56.63,57.23,57.59,56.1,7817200.0
2024-07-29,57.16,56.08,57.84,55.99,6911800.0
2024-07-30,56.09,55.85,56.23,54.58,7877100.0
2024-07-31,55.45,57.99,58.09,55.18,9433700.0
2024-08-01,58.29,58.92,59.58,57.95,8519500.0
2024-08-02,57.66,55.57,58.44,55.56,9727300.0
2024-08-05,54.13,50.9,54.74,50.79,17660900.0
2024-08-06,52.09,52.45,53.05,51.67,9592200.0
2024-08-07,52.33,52.49,52.82,51.87,4984600.0
2024-08-08,51.59,53.19,54.07,51.19,7265800.0
2024-08-09,53.81,52.91,54.37,52.81,6381700.0
2024-08-12,53.16,53.21,53.89,52.33,5168200.0
2024-08-13,53.22,53.57,53.99,52.9,3828900.0
2024-08-14,53.75,52.43,53.79,52.39,4182900.0
2024-08-15,52.09,52.47,53.36,51.93,4643700.0
2024-08-16,52.79,52.32,53.39,52.08,4622600.0
2024-08-19,52.09,52.04,52.78,51.63,4283500.0
2024-08-20,52.39,51.59,52.56,51.04,4605800.0
2024-08-21,51.29,51.27,51.87,50.87,3928400.0
2024-08-22,51.26,50.21,51.33,49.94,4685100.0
2024-08-23,49.87,50.05,50.35,49.59,3758200.0
2024-08-26,49.99,50.89,51.11,49.98,4317800.0
2024-08-27,50.69,49.93,50.7,49.7,3461000.0
2024-08-28,49.79,50.9,51.14,49.71,5504500.0
2024-08-29,50.49,52.2,52.89,50.22,7498700.0
2024-08-30,52.29,54.56,55.16,52.18,9913300.0
2024-09-02,54.16,51.45,54.26,51.29,7744600.0
2024-09-03,51.65,52.68,52.9,51.47,4866000.0
2024-09-04,51.87,52.18,52.67,51.52,4313200.0
2024-09-05,52.16,51.93,52.55,51.65,3539000.0
2024-09-06,51.79,49.52,52.03,49.35,6683000.0
2024-09-09,49.23,48.77,50.09,48.59,5301000.0
2024-09-10,48.98,49.89,50.27,48.42,6124700.0
2024-09-11,49.59,49.69,50.02,49.39,2748800.0
2024-09-12,50.37,49.1,50.78,49.09,3909900.0
2024-09-13,49.25,48.3,49.46,48.29,3767600.0
2024-09-18,48.79,48.64,49.08,47.56,4022900.0
2024-09-19,48.71,47.71,49.3,47.49,7442100.0
2024-09-20,47.69,47.58,47.94,46.69,5469800.0
2024-09-23,47.41,45.72,47.79,45.64,9347100.0
2024-09-24,46.33,48.8,48.95,45.69,11523900.0
2024-09-25,49.74,48.79,50.74,48.68,11205900.0
2024-09-26,49.74,51.14,51.14,48.98,11269100.0
2024-09-27,52.21,54.91,55.56,51.86,15227700.0
2024-09-30,58.09,60.49,60.49,55.82,21142200.0
2024-10-08,66.63,66.63,66.63,63.81,24205000.0
2024-10-09,65.11,64.71,68.49,62.66,31772800.0
2024-10-10,64.73,60.85,65.66,60.47,21913800.0
2024-10-11,60.31,57.96,61.05,57.31,12923600.0
2024-10-14,57.37,59.02,59.56,56.11,13951500.0
2024-10-15,58.91,58.18,60.72,58.01,14437500.0
2024-10-16,57.01,57.56,58.95,56.43,10197500.0
2024-10-17,58.12,57.28,58.71,57.25,8787900.0
2024-10-18,57.69,61.73,63.09,57.45,19402900.0
2024-10-21,62.5,63.5,64.61,61.11,24323300.0
2024-10-22,62.61,61.55,63.07,60.81,20342300.0
2024-10-23,61.28,60.92,61.98,60.71,10771600.0
2024-10-24,60.27,61.11,61.97,60.24,9260700.0
2024-10-25,61.15,62.76,62.91,61.13,14198300.0
