start_date,end_date,initial_capital,final_equity,total_return,annual_return,max_drawdown,trade_count,win_rate,forced_exit_count,risk_off_events,open_positions
2025-01-02,2026-07-08,2000000,14276794.26810161,6.1383971340508054,2.6712553915538315,-0.19002193465990458,20,0.75,0,0,1
