date,open,high,low,close,volume
2024-01-02,90.27,91.95,86.58,89.53,6439800.0
2024-01-03,88.93,89.33,84.17,84.87,8225200.0
2024-01-04,84.54,85.44,82.05,84.63,5712700.0
2024-01-05,84.83,85.38,82.08,82.95,4413800.0
2024-01-08,82.55,82.95,79.38,80.93,5719600.0
2024-01-09,81.6,82.21,77.89,78.87,7394500.0
2024-01-10,78.1,80.68,76.23,78.49,6311500.0
2024-01-11,78.46,80.87,78.19,79.79,5450700.0
2024-01-12,79.53,81.41,77.52,77.62,4992200.0
2024-01-15,78.19,82.82,77.58,80.07,8606200.0
2024-01-16,79.19,82.61,79.19,81.38,8538500.0
2024-01-17,81.93,84.77,81.66,82.16,9815400.0
2024-01-18,80.2,87.25,78.53,87.25,10613700.0
2024-01-19,87.52,88.62,85.1,87.37,7743700.0
2024-01-22,90.02,90.46,83.94,85.57,9047300.0
2024-01-23,84.23,90.6,82.32,89.41,9327200.0
2024-01-24,88.46,89.38,83.78,87.32,8201700.0
2024-01-25,87.62,89.25,84.5,88.13,7234200.0
2024-01-26,86.91,87.92,83.89,83.89,6257200.0
2024-01-29,83.78,89.58,83.78,84.36,8742100.0
2024-01-30,82.89,82.89,77.19,77.45,7519000.0
2024-01-31,76.85,77.85,72.74,72.82,7074800.0
2024-02-01,72.81,80.99,72.05,77.17,9095000.0
2024-02-02,77.84,78.17,68.86,71.81,9114000.0
2024-02-05,72.03,72.74,63.32,68.14,11085400.0
2024-02-06,68.18,73.81,66.78,73.62,10101900.0
2024-02-07,73.85,75.96,72.27,73.41,8100800.0
2024-02-08,74.83,78.05,73.63,76.44,7776200.0
2024-02-19,82.35,90.0,80.4,88.95,11617700.0
2024-02-20,86.9,87.85,84.0,85.77,9634500.0
2024-02-21,83.22,86.83,82.68,84.43,8212100.0
2024-02-22,88.86,98.24,88.83,92.87,12375300.0
2024-02-23,96.98,98.01,92.95,94.18,9100300.0
2024-02-26,92.55,102.12,92.26,100.51,10616800.0
2024-02-27,98.65,114.52,97.06,111.84,13192400.0
2024-02-28,110.47,121.06,104.36,105.1,14326400.0
2024-02-29,105.15,113.6,105.13,112.19,12347000.0
2024-03-01,112.37,115.07,109.73,113.09,10438800.0
2024-03-04,116.44,119.73,112.75,118.05,10644000.0
2024-03-05,115.77,126.17,113.9,116.44,14775400.0
2024-03-06,115.7,116.34,111.58,113.26,9903500.0
2024-03-07,115.13,116.63,108.72,109.57,10865700.0
2024-03-08,111.7,113.91,109.73,113.88,9746800.0
2024-03-11,113.3,121.14,112.42,119.6,12091000.0
2024-03-12,117.8,119.26,111.5,112.97,12276300.0
2024-03-13,116.44,118.86,113.76,114.09,10289200.0
2024-03-14,110.85,116.44,110.74,114.77,9420200.0
2024-03-15,113.91,115.77,110.06,114.06,8565500.0
2024-03-18,115.49,131.65,114.45,129.89,17081400.0
2024-03-19,127.18,128.19,123.36,124.1,11494600.0
2024-03-20,123.83,127.18,121.8,123.33,8387800.0
2024-03-21,125.17,126.28,118.21,119.94,9282900.0
2024-03-22,119.33,121.96,117.11,120.68,8991000.0
2024-03-25,120.79,128.52,118.91,121.73,11760000.0
2024-03-26,120.5,124.28,113.42,114.83,9745000.0
2024-03-27,113.09,116.17,111.28,112.53,7334600.0
2024-03-28,112.53,121.73,110.66,118.9,10324900.0
2024-03-29,117.58,119.19,111.4,115.41,8413300.0
2024-04-01,117.81,118.75,113.0,116.16,7233000.0
2024-04-02,115.44,118.12,112.04,113.68,5883200.0
2024-04-03,111.88,113.49,105.37,107.79,9628200.0
2024-04-08,107.6,108.98,105.01,105.68,4961100.0
2024-04-09,104.75,106.03,100.38,104.74,5843800.0
2024-04-10,104.36,104.69,98.66,99.72,6161900.0
2024-04-11,102.01,104.93,100.67,103.81,7871000.0
2024-04-12,105.69,108.58,104.7,106.51,7468200.0
2024-04-15,106.38,106.71,99.44,102.09,7478300.0
2024-04-16,100.54,101.21,95.89,96.24,7642200.0
2024-04-17,97.99,100.72,96.67,99.73,8621000.0
2024-04-18,99.66,102.68,95.93,99.73,7986600.0
2024-04-19,98.99,99.8,93.9,93.9,7015400.0
2024-04-22,88.21,93.62,86.26,91.78,6559900.0
2024-04-23,92.38,93.62,90.6,92.44,4321200.0
2024-04-24,92.95,102.68,91.95,101.81,9757000.0
2024-04-25,100.17,102.18,99.25,99.66,4527300.0
2024-04-26,103.02,108.62,101.81,107.71,9582700.0
2024-04-29,108.39,118.13,108.39,113.77,11212300.0
2024-04-30,112.42,115.44,110.05,114.02,7728700.0
2024-05-06,117.11,117.55,109.07,109.54,8535400.0
2024-05-07,110.85,113.05,105.5,106.64,8091000.0
2024-05-08,105.7,109.03,104.03,106.51,5494400.0
2024-05-09,107.73,119.94,107.05,118.53,13756600.0
2024-05-10,115.77,116.56,111.18,113.33,8628800.0
2024-05-13,111.24,114.43,109.58,110.57,5354400.0
2024-05-14,112.42,117.28,108.81,113.06,8430700.0
2024-05-15,111.09,117.74,109.64,115.81,8641200.0
2024-05-16,119.26,125.01,117.13,120.91,10021500.0
2024-05-17,117.79,130.46,117.13,127.07,9888500.0
2024-05-20,125.77,136.97,123.49,130.49,11333200.0
2024-05-21,129.41,134.11,124.04,124.5,9310600.0
2024-05-22,124.5,126.85,121.27,125.83,6430800.0
